,date,%20da
1070,2007-05-10,44.62
1071,2007-05-11,52.84
1072,2007-05-14,47.69
1073,2007-05-15,42.28
1074,2007-05-16,46.61
1075,2007-05-17,42.89
1076,2007-05-18,47.53
1077,2007-05-21,52.35
1078,2007-05-22,55.92
1079,2007-05-23,53.71
1080,2007-05-24,40.34
1081,2007-05-25,47.81
1082,2007-05-29,53.2
1083,2007-05-30,57.24
1084,2007-05-31,61.01
1085,2007-06-01,67.27
1086,2007-06-04,68.06
1087,2007-06-05,61.7
1088,2007-06-06,50.84
1089,2007-06-07,32.66
1090,2007-06-08,41.16
1091,2007-06-11,41.33
1092,2007-06-12,29.34
1093,2007-06-13,39.45
1094,2007-06-14,44.47
1095,2007-06-15,53.02
1096,2007-06-18,52.09
1097,2007-06-19,54.34
1098,2007-06-20,42.16
1099,2007-06-21,45.51
1100,2007-06-22,37.95
1101,2007-06-25,32.08
1102,2007-06-26,30.15
1103,2007-06-27,38.4
1104,2007-06-28,41.42
1105,2007-06-29,42.7
1106,2007-07-02,56.01
1107,2007-07-03,59.3
1108,2007-07-05,59.94
1109,2007-07-06,62.88
1110,2007-07-09,62.74
1111,2007-07-10,49.41
1112,2007-07-11,49.89
1113,2007-07-12,60.75
1114,2007-07-13,60.31
1115,2007-07-16,54.42
1116,2007-07-17,53.81
1117,2007-07-18,51.08
1118,2007-07-19,54.71
1119,2007-07-20,43.74
1120,2007-07-23,43.03
1121,2007-07-24,26.68
1122,2007-07-25,25.53
1123,2007-07-26,14.6
1124,2007-07-27,12.62
1125,2007-07-30,14.55
1126,2007-07-31,15.2
1127,2007-08-01,15.05
1128,2007-08-02,19.08
1129,2007-08-03,13.82
1130,2007-08-06,17.03
1131,2007-08-07,21.45
1132,2007-08-08,32.58
1133,2007-08-09,26.87
1134,2007-08-10,24.85
1135,2007-08-13,22.33
1136,2007-08-14,15.28
1137,2007-08-15,12.69
1138,2007-08-16,18.74
1139,2007-08-17,28.76
1140,2007-08-20,32.48
1141,2007-08-21,37.63
1142,2007-08-22,53.24
1143,2007-08-23,53.02
1144,2007-08-24,64.48
1145,2007-08-27,59.82
1146,2007-08-28,37.2
1147,2007-08-29,60.67
1148,2007-08-30,58.22
1149,2007-08-31,69.58
1150,2007-09-04,75.22
1151,2007-09-05,65.49
1152,2007-09-06,69.65
1153,2007-09-07,55.95
1154,2007-09-10,50.46
1155,2007-09-11,60.26
1156,2007-09-12,55.9
1157,2007-09-13,56.42
1158,2007-09-14,55.52
1159,2007-09-17,47.96
1160,2007-09-18,71.64
1161,2007-09-19,74.32
1162,2007-09-20,67.78
1163,2007-09-21,69.47
1164,2007-09-24,64.53
1165,2007-09-25,60.89
1166,2007-09-26,63.3
1167,2007-09-27,66.14
1168,2007-09-28,62.74
1169,2007-10-01,71.23
1170,2007-10-02,74.11
1171,2007-10-03,70.63
1172,2007-10-04,71.93
1173,2007-10-05,77.2
1174,2007-10-08,73.64
1175,2007-10-09,75.79
1176,2007-10-10,73.57
1177,2007-10-11,65.82
1178,2007-10-12,67.39
1179,2007-10-15,55.74
1180,2007-10-16,47.81
1181,2007-10-17,49.26
1182,2007-10-18,48.46
1183,2007-10-19,30.25
1184,2007-10-22,31.17
1185,2007-10-23,39.09
1186,2007-10-24,35.06
1187,2007-10-25,34.41
1188,2007-10-26,42.27
1189,2007-10-29,44.56
1190,2007-10-30,41.5
1191,2007-10-31,49.72
1192,2007-11-01,31.28
1193,2007-11-02,32.99
1194,2007-11-05,28.74
1195,2007-11-06,34.87
1196,2007-11-07,22.69
1197,2007-11-08,23.77
1198,2007-11-09,19.45
1199,2007-11-12,17.28
1200,2007-11-13,28.12
1201,2007-11-14,25.57
1202,2007-11-15,20.31
1203,2007-11-16,20.26
1204,2007-11-19,13.85
1205,2007-11-20,15.19
1206,2007-11-21,12.42
1207,2007-11-23,19.57
1208,2007-11-26,13.37
1209,2007-11-27,18.01
1210,2007-11-28,38.8
1211,2007-11-29,40.66
1212,2007-11-30,49.52
1213,2007-12-03,48.04
1214,2007-12-04,43.61
1215,2007-12-05,55.96
1216,2007-12-06,69.45
1217,2007-12-07,70.66
1218,2007-12-10,73.28
1219,2007-12-11,55.9
1220,2007-12-12,58.41
1221,2007-12-13,53.07
1222,2007-12-14,38.57
1223,2007-12-17,25.21
1224,2007-12-18,31.5
1225,2007-12-19,30.77
1226,2007-12-20,36.47
1227,2007-12-21,48.24
1228,2007-12-24,54.53
1229,2007-12-26,54.03
1230,2007-12-27,39.88
1231,2007-12-28,39.25
1232,2007-12-31,39.72
1233,2008-01-02,34.75
1234,2008-01-03,36.15
1235,2008-01-04,27.7
1236,2008-01-07,29.09
1237,2008-01-08,27.65
1238,2008-01-09,30.91
1239,2008-01-10,35.31
1240,2008-01-11,31.21
1241,2008-01-14,35.59
1242,2008-01-15,29.07
1243,2008-01-16,30.95
1244,2008-01-17,24.54
1245,2008-01-18,21.59
1246,2008-01-22,20.66
1247,2008-01-23,31.91
1248,2008-01-24,34.86
1249,2008-01-25,35.14
1250,2008-01-28,43.43
1251,2008-01-29,49.16
1252,2008-01-30,48.83
1253,2008-01-31,59.21
1254,2008-02-01,68.48
1255,2008-02-04,68.22
1256,2008-02-05,53.18
1257,2008-02-06,48.25
1258,2008-02-07,52.59
1259,2008-02-08,51.34
1260,2008-02-11,53.14
1261,2008-02-12,58.7
1262,2008-02-13,65.0
1263,2008-02-14,51.85
1264,2008-02-15,48.92
1265,2008-02-19,48.39
1266,2008-02-20,50.67
1267,2008-02-21,40.16
1268,2008-02-22,42.32
1269,2008-02-25,51.66
1270,2008-02-26,57.87
1271,2008-02-27,56.5
1272,2008-02-28,47.93
1273,2008-02-29,32.24
1274,2008-03-03,31.02
1275,2008-03-04,27.92
1276,2008-03-05,31.4
1277,2008-03-06,20.63
1278,2008-03-07,17.59
1279,2008-03-10,12.42
1280,2008-03-11,27.35
1281,2008-03-12,23.74
1282,2008-03-13,30.52
1283,2008-03-14,21.17
1284,2008-03-17,16.03
1285,2008-03-18,32.38
1286,2008-03-19,23.25
1287,2008-03-20,34.79
1288,2008-03-24,48.74
1289,2008-03-25,57.14
1290,2008-03-26,58.32
1291,2008-03-27,56.51
1292,2008-03-28,50.15
1293,2008-03-31,56.87
1294,2008-04-01,74.35
1295,2008-04-02,76.55
1296,2008-04-03,77.75
1297,2008-04-04,78.06
1298,2008-04-07,77.25
1299,2008-04-08,74.02
1300,2008-04-09,63.95
1301,2008-04-10,67.66
1302,2008-04-11,51.22
1303,2008-04-14,46.43
1304,2008-04-15,47.4
1305,2008-04-16,64.01
1306,2008-04-17,60.45
1307,2008-04-18,69.03
1308,2008-04-21,64.95
1309,2008-04-22,54.15
1310,2008-04-23,56.16
1311,2008-04-24,62.52
1312,2008-04-25,64.14
1313,2008-04-28,65.21
1314,2008-04-29,60.87
1315,2008-04-30,60.7
1316,2008-05-01,67.4
1317,2008-05-02,66.88
1318,2008-05-05,65.76
1319,2008-05-06,68.5
1320,2008-05-07,59.03
1321,2008-05-08,60.14
1322,2008-05-09,57.91
1323,2008-05-12,65.59
1324,2008-05-13,63.1
1325,2008-05-14,64.43
1326,2008-05-15,68.91
1327,2008-05-16,68.11
1328,2008-05-19,65.57
1329,2008-05-20,59.96
1330,2008-05-21,49.72
1331,2008-05-22,52.06
1332,2008-05-23,43.51
1333,2008-05-27,49.82
1334,2008-05-28,51.16
1335,2008-05-29,55.62
1336,2008-05-30,58.4
1337,2008-06-02,49.2
1338,2008-06-03,45.68
1339,2008-06-04,46.21
1340,2008-06-05,59.13
1341,2008-06-06,38.55
1342,2008-06-09,33.42
1343,2008-06-10,29.45
1344,2008-06-11,20.91
1345,2008-06-12,22.12
1346,2008-06-13,30.89
1347,2008-06-16,35.28
1348,2008-06-17,32.99
1349,2008-06-18,28.42
1350,2008-06-19,31.98
1351,2008-06-20,24.57
1352,2008-06-23,21.5
1353,2008-06-24,17.68
1354,2008-06-25,21.76
1355,2008-06-26,15.13
1356,2008-06-27,16.47
1357,2008-06-30,17.28
1358,2008-07-01,16.79
1359,2008-07-02,12.88
1360,2008-07-03,12.15
1361,2008-07-07,11.53
1362,2008-07-08,19.12
1363,2008-07-09,16.11
1364,2008-07-10,19.27
1365,2008-07-11,19.1
1366,2008-07-14,16.94
1367,2008-07-15,16.61
1368,2008-07-16,28.93
1369,2008-07-17,38.86
1370,2008-07-18,41.77
1371,2008-07-21,47.67
1372,2008-07-22,57.93
1373,2008-07-23,62.75
1374,2008-07-24,53.62
1375,2008-07-25,56.49
1376,2008-07-28,46.84
1377,2008-07-29,60.42
1378,2008-07-30,66.08
1379,2008-07-31,63.42
1380,2008-08-01,61.5
1381,2008-08-04,53.97
1382,2008-08-05,63.48
1383,2008-08-06,64.44
1384,2008-08-07,55.85
1385,2008-08-08,64.67
1386,2008-08-11,67.58
1387,2008-08-12,63.11
1388,2008-08-13,59.86
1389,2008-08-14,61.92
1390,2008-08-15,61.66
1391,2008-08-18,54.3
1392,2008-08-19,44.2
1393,2008-08-20,45.83
1394,2008-08-21,43.49
1395,2008-08-22,52.96
1396,2008-08-25,36.02
1397,2008-08-26,38.82
1398,2008-08-27,48.67
1399,2008-08-28,62.99
1400,2008-08-29,56.86
1401,2008-09-02,52.42
1402,2008-09-03,52.38
1403,2008-09-04,35.99
1404,2008-09-05,36.32
1405,2008-09-08,46.01
1406,2008-09-09,31.82
1407,2008-09-10,33.36
1408,2008-09-11,32.21
1409,2008-09-12,32.76
1410,2008-09-15,17.52
1411,2008-09-16,24.66
1412,2008-09-17,12.9
1413,2008-09-18,28.93
1414,2008-09-19,44.58
1415,2008-09-22,30.47
1416,2008-09-23,25.24
1417,2008-09-24,21.29
1418,2008-09-25,28.43
1419,2008-09-26,27.22
1420,2008-09-29,10.2
1421,2008-09-30,16.53
1422,2008-10-01,17.08
1423,2008-10-02,10.18
1424,2008-10-03,8.98
1425,2008-10-06,5.38
1426,2008-10-07,3.36
1427,2008-10-08,2.95
1428,2008-10-09,2.1
1429,2008-10-10,2.34
1430,2008-10-13,6.72
1431,2008-10-14,9.92
1432,2008-10-15,6.64
1433,2008-10-16,10.02
1434,2008-10-17,11.11
1435,2008-10-20,20.54
1436,2008-10-21,19.63
1437,2008-10-22,16.96
1438,2008-10-23,17.81
1439,2008-10-24,16.34
1440,2008-10-27,15.11
1441,2008-10-28,23.62
1442,2008-10-29,29.3
1443,2008-10-30,47.12
1444,2008-10-31,64.61
1445,2008-11-03,68.4
1446,2008-11-04,77.37
1447,2008-11-05,62.58
1448,2008-11-06,40.06
1449,2008-11-07,47.84
1450,2008-11-10,42.95
1451,2008-11-11,33.18
1452,2008-11-12,16.79
1453,2008-11-13,33.36
1454,2008-11-14,18.97
1455,2008-11-17,17.05
1456,2008-11-18,17.17
1457,2008-11-19,7.96
1458,2008-11-20,4.59
1459,2008-11-21,8.02
1460,2008-11-24,16.07
1461,2008-11-25,18.72
1462,2008-11-26,33.28
1463,2008-11-28,42.17
1464,2008-12-01,13.68
1465,2008-12-02,25.92
1466,2008-12-03,39.42
1467,2008-12-04,31.13
1468,2008-12-05,49.8
1469,2008-12-08,66.83
1470,2008-12-09,62.44
1471,2008-12-10,69.99
1472,2008-12-11,58.07
1473,2008-12-12,67.22
1474,2008-12-15,59.14
1475,2008-12-16,75.49
1476,2008-12-17,77.02
1477,2008-12-18,73.42
1478,2008-12-19,73.42
1479,2008-12-22,62.2
1480,2008-12-23,55.62
1481,2008-12-24,56.13
1482,2008-12-26,62.23
1483,2008-12-29,54.63
1484,2008-12-30,68.79
1485,2008-12-31,80.05
1486,2009-01-02,87.83
1487,2009-01-05,87.07
1488,2009-01-06,89.37
1489,2009-01-07,80.41
1490,2009-01-08,81.41
1491,2009-01-09,67.28
1492,2009-01-12,49.85
1493,2009-01-13,51.46
1494,2009-01-14,35.44
1495,2009-01-15,38.28
1496,2009-01-16,42.63
1497,2009-01-20,24.71
1498,2009-01-21,34.7
1499,2009-01-22,27.63
1500,2009-01-23,28.79
1501,2009-01-26,33.3
1502,2009-01-27,37.9
1503,2009-01-28,53.52
1504,2009-01-29,35.52
1505,2009-01-30,29.6
1506,2009-02-02,32.81
1507,2009-02-03,39.69
1508,2009-02-04,40.51
1509,2009-02-05,49.0
1510,2009-02-06,64.77
1511,2009-02-09,67.46
1512,2009-02-10,44.78
1513,2009-02-11,48.59
1514,2009-02-12,48.6
1515,2009-02-13,47.78
1516,2009-02-17,24.6
1517,2009-02-18,20.29
1518,2009-02-19,17.22
1519,2009-02-20,13.95
1520,2009-02-23,9.51
1521,2009-02-24,15.8
1522,2009-02-25,13.64
1523,2009-02-26,14.56
1524,2009-02-27,14.9
1525,2009-03-02,6.68
1526,2009-03-03,6.16
1527,2009-03-04,10.02
1528,2009-03-05,6.67
1529,2009-03-06,7.61
1530,2009-03-09,6.93
1531,2009-03-10,19.25
1532,2009-03-11,23.26
1533,2009-03-12,48.26
1534,2009-03-13,58.53
1535,2009-03-16,61.78
1536,2009-03-17,75.3
1537,2009-03-18,83.2
1538,2009-03-19,84.13
1539,2009-03-20,79.1
1540,2009-03-23,90.67
1541,2009-03-24,88.2
1542,2009-03-25,90.72
1543,2009-03-26,93.91
1544,2009-03-27,91.01
1545,2009-03-30,81.43
1546,2009-03-31,85.91
1547,2009-04-01,87.82
1548,2009-04-02,92.72
1549,2009-04-03,91.95
1550,2009-04-06,87.68
1551,2009-04-07,77.52
1552,2009-04-08,81.1
1553,2009-04-09,88.83
1554,2009-04-13,87.11
1555,2009-04-14,80.25
1556,2009-04-15,82.75
1557,2009-04-16,86.21
1558,2009-04-17,86.54
1559,2009-04-20,66.3
1560,2009-04-21,78.07
1561,2009-04-22,75.62
1562,2009-04-23,73.79
1563,2009-04-24,80.17
1564,2009-04-27,73.41
1565,2009-04-28,71.98
1566,2009-04-29,82.48
1567,2009-04-30,79.36
1568,2009-05-01,78.62
1569,2009-05-04,86.59
1570,2009-05-05,83.7
1571,2009-05-06,83.93
1572,2009-05-07,77.23
1573,2009-05-08,85.23
1574,2009-05-11,80.18
1575,2009-05-12,75.99
1576,2009-05-13,56.61
1577,2009-05-14,62.66
1578,2009-05-15,57.35
1579,2009-05-18,74.39
1580,2009-05-19,73.43
1581,2009-05-20,70.07
1582,2009-05-21,58.68
1583,2009-05-22,57.64
1584,2009-05-26,74.56
1585,2009-05-27,62.44
1586,2009-05-28,66.79
1587,2009-05-29,73.33
1588,2009-06-01,83.07
1589,2009-06-02,84.08
1590,2009-06-03,79.38
1591,2009-06-04,83.91
1592,2009-06-05,81.73
1593,2009-06-08,79.29
1594,2009-06-09,80.49
1595,2009-06-10,75.83
1596,2009-06-11,76.88
1597,2009-06-12,74.36
1598,2009-06-15,53.42
1599,2009-06-16,42.41
1600,2009-06-17,40.65
1601,2009-06-18,42.22
1602,2009-06-19,45.48
1603,2009-06-22,25.71
1604,2009-06-23,23.45
1605,2009-06-24,27.93
1606,2009-06-25,40.32
1607,2009-06-26,47.66
1608,2009-06-29,50.94
1609,2009-06-30,47.75
1610,2009-07-01,60.38
1611,2009-07-02,39.43
1612,2009-07-06,38.19
1613,2009-07-07,29.98
1614,2009-07-08,27.52
1615,2009-07-09,29.88
1616,2009-07-10,32.58
1617,2009-07-13,47.15
1618,2009-07-14,55.43
1619,2009-07-15,79.47
1620,2009-07-16,82.45
1621,2009-07-17,80.81
1622,2009-07-20,84.35
1623,2009-07-21,82.9
1624,2009-07-22,83.25
1625,2009-07-23,87.38
1626,2009-07-24,87.96
1627,2009-07-27,88.23
1628,2009-07-28,88.62
1629,2009-07-29,85.68
1630,2009-07-30,88.74
1631,2009-07-31,87.23
1632,2009-08-03,89.42
1633,2009-08-04,88.85
1634,2009-08-05,84.72
1635,2009-08-06,78.68
1636,2009-08-07,81.57
1637,2009-08-10,78.92
1638,2009-08-11,70.82
1639,2009-08-12,75.89
1640,2009-08-13,77.31
1641,2009-08-14,66.6
1642,2009-08-17,43.68
1643,2009-08-18,53.0
1644,2009-08-19,57.03
1645,2009-08-20,63.67
1646,2009-08-21,74.58
1647,2009-08-24,72.67
1648,2009-08-25,72.98
1649,2009-08-26,71.18
1650,2009-08-27,70.08
1651,2009-08-28,66.08
1652,2009-08-31,55.5
1653,2009-09-01,36.32
1654,2009-09-02,34.25
1655,2009-09-03,42.59
1656,2009-09-04,56.9
1657,2009-09-08,66.1
1658,2009-09-09,73.39
1659,2009-09-10,78.76
1660,2009-09-11,77.66
1661,2009-09-14,80.79
1662,2009-09-15,81.63
1663,2009-09-16,86.03
1664,2009-09-17,85.43
1665,2009-09-18,84.77
1666,2009-09-21,82.55
1667,2009-09-22,84.16
1668,2009-09-23,79.57
1669,2009-09-24,68.91
1670,2009-09-25,65.27
1671,2009-09-28,78.29
1672,2009-09-29,75.17
1673,2009-09-30,68.85
1674,2009-10-01,40.57
1675,2009-10-02,34.81
1676,2009-10-05,45.47
1677,2009-10-06,58.56
1678,2009-10-07,58.19
1679,2009-10-08,65.17
1680,2009-10-09,68.12
1681,2009-10-12,66.24
1682,2009-10-13,63.76
1683,2009-10-14,72.48
1684,2009-10-15,70.8
1685,2009-10-16,65.5
1686,2009-10-19,70.17
1687,2009-10-20,64.12
1688,2009-10-21,56.27
1689,2009-10-22,63.39
1690,2009-10-23,50.53
1691,2009-10-26,39.23
1692,2009-10-27,33.51
1693,2009-10-28,18.37
1694,2009-10-29,27.41
1695,2009-10-30,15.03
1696,2009-11-02,16.03
1697,2009-11-03,19.47
1698,2009-11-04,20.22
1699,2009-11-05,33.76
1700,2009-11-06,35.87
1701,2009-11-09,55.05
1702,2009-11-10,51.21
1703,2009-11-11,57.29
1704,2009-11-12,46.31
1705,2009-11-13,53.79
1706,2009-11-16,68.19
1707,2009-11-17,68.79
1708,2009-11-18,68.39
1709,2009-11-19,56.03
1710,2009-11-20,55.67
1711,2009-11-23,66.37
1712,2009-11-24,64.52
1713,2009-11-25,66.85
1714,2009-11-27,47.44
1715,2009-11-30,51.19
1716,2009-12-01,63.62
1717,2009-12-02,66.38
1718,2009-12-03,56.97
1719,2009-12-04,66.85
1720,2009-12-07,65.48
1721,2009-12-08,56.67
1722,2009-12-09,57.27
1723,2009-12-10,58.19
1724,2009-12-11,62.83
1725,2009-12-14,70.11
1726,2009-12-15,65.01
1727,2009-12-16,68.64
1728,2009-12-17,58.97
1729,2009-12-18,62.26
1730,2009-12-21,67.72
1731,2009-12-22,69.23
1732,2009-12-23,73.65
1733,2009-12-24,76.79
1734,2009-12-28,76.64
1735,2009-12-29,75.52
1736,2009-12-30,74.71
1737,2009-12-31,69.73
1738,2010-01-04,82.27
1739,2010-01-05,79.63
1740,2010-01-06,77.11
1741,2010-01-07,78.86
1742,2010-01-08,79.65
1743,2010-01-11,78.94
1744,2010-01-12,70.14
1745,2010-01-13,76.21
1746,2010-01-14,76.74
1747,2010-01-15,66.84
1748,2010-01-19,74.59
1749,2010-01-20,60.37
1750,2010-01-21,44.56
1751,2010-01-22,33.9
1752,2010-01-25,33.92
1753,2010-01-26,31.15
1754,2010-01-27,31.72
1755,2010-01-28,27.23
1756,2010-01-29,23.87
1757,2010-02-01,28.11
1758,2010-02-02,35.45
1759,2010-02-03,32.6
1760,2010-02-04,20.36
1761,2010-02-05,20.08
1762,2010-02-08,19.53
1763,2010-02-09,24.97
1764,2010-02-10,26.4
1765,2010-02-11,36.83
1766,2010-02-12,42.01
1767,2010-02-16,61.13
1768,2010-02-17,69.28
1769,2010-02-18,74.26
1770,2010-02-19,74.99
1771,2010-02-22,75.37
1772,2010-02-23,67.8
1773,2010-02-24,73.14
1774,2010-02-25,71.82
1775,2010-02-26,73.25
1776,2010-03-01,81.11
1777,2010-03-02,84.14
1778,2010-03-03,85.02
1779,2010-03-04,85.63
1780,2010-03-05,88.28
1781,2010-03-08,88.3
1782,2010-03-09,87.32
1783,2010-03-10,87.41
1784,2010-03-11,86.77
1785,2010-03-12,85.38
1786,2010-03-15,81.25
1787,2010-03-16,83.42
1788,2010-03-17,84.03
1789,2010-03-18,81.13
1790,2010-03-19,73.85
1791,2010-03-22,76.79
1792,2010-03-23,79.49
1793,2010-03-24,70.82
1794,2010-03-25,65.08
1795,2010-03-26,63.44
1796,2010-03-29,66.84
1797,2010-03-30,66.32
1798,2010-03-31,60.62
1799,2010-04-01,64.94
1800,2010-04-05,74.1
1801,2010-04-06,74.19
1802,2010-04-07,70.24
1803,2010-04-08,69.55
1804,2010-04-09,71.85
1805,2010-04-12,72.2
1806,2010-04-13,71.83
1807,2010-04-14,79.75
1808,2010-04-15,79.05
1809,2010-04-16,68.22
1810,2010-04-19,64.83
1811,2010-04-20,74.27
1812,2010-04-21,73.69
1813,2010-04-22,74.48
1814,2010-04-23,77.96
1815,2010-04-26,74.98
1816,2010-04-27,55.63
1817,2010-04-28,56.81
1818,2010-04-29,66.91
1819,2010-04-30,48.94
1820,2010-05-03,61.33
1821,2010-05-04,38.44
1822,2010-05-05,28.44
1823,2010-05-06,14.05
1824,2010-05-07,9.95
1825,2010-05-10,24.15
1826,2010-05-11,28.79
1827,2010-05-12,44.2
1828,2010-05-13,40.77
1829,2010-05-14,27.49
1830,2010-05-17,27.11
1831,2010-05-18,22.2
1832,2010-05-19,17.17
1833,2010-05-20,8.56
1834,2010-05-21,10.14
1835,2010-05-24,11.3
1836,2010-05-25,10.22
1837,2010-05-26,12.68
1838,2010-05-27,31.13
1839,2010-05-28,27.71
1840,2010-06-01,21.31
1841,2010-06-02,38.62
1842,2010-06-03,45.23
1843,2010-06-04,22.7
1844,2010-06-07,19.35
1845,2010-06-08,21.02
1846,2010-06-09,23.07
1847,2010-06-10,43.5
1848,2010-06-11,55.63
1849,2010-06-14,62.21
1850,2010-06-15,77.49
1851,2010-06-16,76.51
1852,2010-06-17,77.28
1853,2010-06-18,76.85
1854,2010-06-21,72.34
1855,2010-06-22,59.81
1856,2010-06-23,55.62
1857,2010-06-24,41.67
1858,2010-06-25,54.26
1859,2010-06-28,52.42
1860,2010-06-29,27.43
1861,2010-06-30,26.55
1862,2010-07-01,24.96
1863,2010-07-02,24.27
1864,2010-07-06,23.85
1865,2010-07-07,36.62
1866,2010-07-08,43.05
1867,2010-07-09,52.69
1868,2010-07-12,48.74
1869,2010-07-13,70.28
1870,2010-07-14,70.36
1871,2010-07-15,67.64
1872,2010-07-16,41.56
1873,2010-07-19,49.02
1874,2010-07-20,65.1
1875,2010-07-21,54.58
1876,2010-07-22,76.2
1877,2010-07-23,82.28
1878,2010-07-26,86.88
1879,2010-07-27,85.19
1880,2010-07-28,81.51
1881,2010-07-29,79.82
1882,2010-07-30,79.15
1883,2010-08-02,84.34
1884,2010-08-03,80.04
1885,2010-08-04,81.84
1886,2010-08-05,77.4
1887,2010-08-06,73.92
1888,2010-08-09,77.5
1889,2010-08-10,68.12
1890,2010-08-11,38.38
1891,2010-08-12,36.82
1892,2010-08-13,35.61
1893,2010-08-16,36.1
1894,2010-08-17,45.32
1895,2010-08-18,45.31
1896,2010-08-19,33.31
1897,2010-08-20,32.53
1898,2010-08-23,30.09
1899,2010-08-24,25.81
1900,2010-08-25,28.87
1901,2010-08-26,26.49
1902,2010-08-27,38.47
1903,2010-08-30,29.83
1904,2010-08-31,31.9
1905,2010-09-01,60.09
1906,2010-09-02,69.74
1907,2010-09-03,79.3
1908,2010-09-07,70.25
1909,2010-09-08,75.89
1910,2010-09-09,77.44
1911,2010-09-10,78.16
1912,2010-09-13,84.14
1913,2010-09-14,82.63
1914,2010-09-15,81.12
1915,2010-09-16,78.58
1916,2010-09-17,79.11
1917,2010-09-20,84.96
1918,2010-09-21,82.45
1919,2010-09-22,78.43
1920,2010-09-23,69.81
1921,2010-09-24,81.67
1922,2010-09-27,78.12
1923,2010-09-28,80.19
1924,2010-09-29,78.5
1925,2010-09-30,78.39
1926,2010-10-01,79.81
1927,2010-10-04,71.04
1928,2010-10-05,81.67
1929,2010-10-06,78.21
1930,2010-10-07,76.05
1931,2010-10-08,79.98
1932,2010-10-11,79.68
1933,2010-10-12,80.55
1934,2010-10-13,83.69
1935,2010-10-14,79.85
1936,2010-10-15,75.4
1937,2010-10-18,77.25
1938,2010-10-19,62.73
1939,2010-10-20,69.88
1940,2010-10-21,65.44
1941,2010-10-22,67.5
1942,2010-10-25,68.85
1943,2010-10-26,66.68
1944,2010-10-27,57.95
1945,2010-10-28,56.5
1946,2010-10-29,58.49
1947,2010-11-01,55.85
1948,2010-11-02,67.76
1949,2010-11-03,68.26
1950,2010-11-04,78.27
1951,2010-11-05,78.38
1952,2010-11-08,76.33
1953,2010-11-09,67.76
1954,2010-11-10,70.29
1955,2010-11-11,64.89
1956,2010-11-12,51.88
1957,2010-11-15,52.15
1958,2010-11-16,31.73
1959,2010-11-17,31.86
1960,2010-11-18,47.61
1961,2010-11-19,49.57
1962,2010-11-22,48.17
1963,2010-11-23,35.75
1964,2010-11-24,51.85
1965,2010-11-26,46.05
1966,2010-11-29,43.58
1967,2010-11-30,37.52
1968,2010-12-01,53.69
1969,2010-12-02,61.44
1970,2010-12-03,66.0
1971,2010-12-06,66.79
1972,2010-12-07,68.15
1973,2010-12-08,66.05
1974,2010-12-09,67.69
1975,2010-12-10,70.62
1976,2010-12-13,70.58
1977,2010-12-14,68.23
1978,2010-12-15,61.84
1979,2010-12-16,63.94
1980,2010-12-17,63.8
1981,2010-12-20,62.18
1982,2010-12-21,67.17
1983,2010-12-22,67.44
1984,2010-12-23,67.64
1985,2010-12-27,67.66
1986,2010-12-28,66.31
1987,2010-12-29,68.14
1988,2010-12-30,67.86
1989,2010-12-31,69.15
1990,2011-01-03,79.75
1991,2011-01-04,70.16
1992,2011-01-05,72.81
1993,2011-01-06,68.07
1994,2011-01-07,63.08
1995,2011-01-10,61.68
1996,2011-01-11,65.4
1997,2011-01-12,70.49
1998,2011-01-13,67.19
1999,2011-01-14,69.66
2000,2011-01-18,68.35
2001,2011-01-19,53.37
2002,2011-01-20,41.86
2003,2011-01-21,40.21
2004,2011-01-24,46.43
2005,2011-01-25,47.44
2006,2011-01-26,57.8
2007,2011-01-27,58.49
2008,2011-01-28,38.47
2009,2011-01-31,43.27
2010,2011-02-01,59.26
2011,2011-02-02,55.57
2012,2011-02-03,57.99
2013,2011-02-04,57.36
2014,2011-02-07,63.64
2015,2011-02-08,66.26
2016,2011-02-09,62.07
2017,2011-02-10,62.15
2018,2011-02-11,68.14
2019,2011-02-14,70.06
2020,2011-02-15,67.11
2021,2011-02-16,71.39
2022,2011-02-17,73.58
2023,2011-02-18,72.22
2024,2011-02-22,50.09
2025,2011-02-23,38.86
2026,2011-02-24,41.65
2027,2011-02-25,57.88
2028,2011-02-28,57.2
2029,2011-03-01,42.85
2030,2011-03-02,44.55
2031,2011-03-03,61.59
2032,2011-03-04,53.79
2033,2011-03-07,40.55
2034,2011-03-08,53.63
2035,2011-03-09,49.88
2036,2011-03-10,29.24
2037,2011-03-11,31.99
2038,2011-03-14,27.52
2039,2011-03-15,20.66
2040,2011-03-16,15.88
2041,2011-03-17,20.92
2042,2011-03-18,29.69
2043,2011-03-21,50.46
2044,2011-03-22,47.33
2045,2011-03-23,48.36
2046,2011-03-24,56.91
2047,2011-03-25,62.26
2048,2011-03-28,59.24
2049,2011-03-29,66.57
2050,2011-03-30,74.37
2051,2011-03-31,76.43
2052,2011-04-01,78.4
2053,2011-04-04,78.54
2054,2011-04-05,79.68
2055,2011-04-06,81.9
2056,2011-04-07,78.39
2057,2011-04-08,70.3
2058,2011-04-11,61.48
2059,2011-04-12,46.93
2060,2011-04-13,44.23
2061,2011-04-14,45.22
2062,2011-04-15,50.85
2063,2011-04-18,35.13
2064,2011-04-19,37.49
2065,2011-04-20,52.6
2066,2011-04-21,57.26
2067,2011-04-25,54.42
2068,2011-04-26,61.76
