,date,1Y_bond
485,2005-09-23,3.89
486,2005-09-26,3.95
487,2005-09-27,3.95
488,2005-09-28,3.95
489,2005-09-29,3.97
490,2005-09-30,4.01
491,2005-10-03,4.09
492,2005-10-04,4.09
493,2005-10-05,4.07
494,2005-10-06,4.07
495,2005-10-07,4.06
496,2005-10-11,4.14
497,2005-10-12,4.14
498,2005-10-13,4.14
499,2005-10-14,4.15
500,2005-10-17,4.21
501,2005-10-18,4.19
502,2005-10-19,4.18
503,2005-10-20,4.2
504,2005-10-21,4.18
505,2005-10-24,4.22
506,2005-10-25,4.26
507,2005-10-26,4.27
508,2005-10-27,4.26
509,2005-10-28,4.28
510,2005-10-31,4.31
511,2005-11-01,4.31
512,2005-11-02,4.31
513,2005-11-03,4.33
514,2005-11-04,4.34
515,2005-11-07,4.36
516,2005-11-08,4.34
517,2005-11-09,4.37
518,2005-11-10,4.34
519,2005-11-14,4.4
520,2005-11-15,4.38
521,2005-11-16,4.34
522,2005-11-17,4.32
523,2005-11-18,4.34
524,2005-11-21,4.33
525,2005-11-22,4.26
526,2005-11-23,4.31
527,2005-11-25,4.29
528,2005-11-28,4.32
529,2005-11-29,4.35
530,2005-11-30,4.34
531,2005-12-01,4.36
532,2005-12-02,4.35
533,2005-12-05,4.39
534,2005-12-06,4.36
535,2005-12-07,4.35
536,2005-12-08,4.3
537,2005-12-09,4.33
538,2005-12-12,4.38
539,2005-12-13,4.37
540,2005-12-14,4.32
541,2005-12-15,4.33
542,2005-12-16,4.32
543,2005-12-19,4.38
544,2005-12-20,4.39
545,2005-12-21,4.38
546,2005-12-22,4.35
547,2005-12-23,4.33
548,2005-12-27,4.35
549,2005-12-28,4.34
550,2005-12-29,4.35
551,2005-12-30,4.38
552,2006-01-03,4.38
553,2006-01-04,4.35
554,2006-01-05,4.36
555,2006-01-06,4.38
556,2006-01-09,4.39
557,2006-01-10,4.42
558,2006-01-11,4.44
559,2006-01-12,4.42
560,2006-01-13,4.4
561,2006-01-17,4.42
562,2006-01-18,4.42
563,2006-01-19,4.43
564,2006-01-20,4.44
565,2006-01-23,4.45
566,2006-01-24,4.46
567,2006-01-25,4.51
568,2006-01-26,4.52
569,2006-01-27,4.54
570,2006-01-30,4.59
571,2006-01-31,4.58
572,2006-02-01,4.6
573,2006-02-02,4.61
574,2006-02-03,4.62
575,2006-02-06,4.66
576,2006-02-07,4.65
577,2006-02-08,4.66
578,2006-02-09,4.66
579,2006-02-10,4.7
580,2006-02-13,4.7
581,2006-02-14,4.71
582,2006-02-15,4.7
583,2006-02-16,4.69
584,2006-02-17,4.68
585,2006-02-21,4.73
586,2006-02-22,4.69
587,2006-02-23,4.73
588,2006-02-24,4.73
589,2006-02-27,4.76
590,2006-02-28,4.73
591,2006-03-01,4.74
592,2006-03-02,4.74
593,2006-03-03,4.75
594,2006-03-06,4.77
595,2006-03-07,4.77
596,2006-03-08,4.76
597,2006-03-09,4.76
598,2006-03-10,4.77
599,2006-03-13,4.8
600,2006-03-14,4.75
601,2006-03-15,4.77
602,2006-03-16,4.72
603,2006-03-17,4.74
604,2006-03-20,4.74
605,2006-03-21,4.79
606,2006-03-22,4.78
607,2006-03-23,4.8
608,2006-03-24,4.76
609,2006-03-27,4.77
610,2006-03-28,4.82
611,2006-03-29,4.83
612,2006-03-30,4.84
613,2006-03-31,4.82
614,2006-04-03,4.86
615,2006-04-04,4.85
616,2006-04-05,4.82
617,2006-04-06,4.85
618,2006-04-07,4.86
619,2006-04-10,4.89
620,2006-04-11,4.88
621,2006-04-12,4.91
622,2006-04-13,4.95
623,2006-04-17,4.93
624,2006-04-18,4.88
625,2006-04-19,4.89
626,2006-04-20,4.9
627,2006-04-21,4.9
628,2006-04-24,4.92
629,2006-04-25,4.95
630,2006-04-26,4.98
631,2006-04-27,4.93
632,2006-04-28,4.9
633,2006-05-01,4.97
634,2006-05-02,4.96
635,2006-05-03,4.98
636,2006-05-04,5.0
637,2006-05-05,4.98
638,2006-05-08,5.01
639,2006-05-09,5.01
640,2006-05-10,5.02
641,2006-05-11,4.99
642,2006-05-12,5.0
643,2006-05-15,5.01
644,2006-05-16,4.98
645,2006-05-17,4.99
646,2006-05-18,4.96
647,2006-05-19,4.98
648,2006-05-22,4.99
649,2006-05-23,5.0
650,2006-05-24,4.97
651,2006-05-25,5.0
652,2006-05-26,5.0
653,2006-05-30,5.02
654,2006-05-31,5.07
655,2006-06-01,5.05
656,2006-06-02,4.98
657,2006-06-05,5.02
658,2006-06-06,5.03
659,2006-06-07,5.05
660,2006-06-08,5.04
661,2006-06-09,5.05
662,2006-06-12,5.09
663,2006-06-13,5.09
664,2006-06-14,5.15
665,2006-06-15,5.15
666,2006-06-16,5.18
667,2006-06-19,5.23
668,2006-06-20,5.23
669,2006-06-21,5.22
670,2006-06-22,5.24
671,2006-06-23,5.27
672,2006-06-26,5.3
673,2006-06-27,5.28
674,2006-06-28,5.3
675,2006-06-29,5.25
676,2006-06-30,5.21
677,2006-07-03,5.26
678,2006-07-03,5.26
679,2006-07-03,5.26
680,2006-07-03,5.26
681,2006-07-05,5.29
682,2006-07-06,5.28
683,2006-07-07,5.25
684,2006-07-10,5.27
685,2006-07-11,5.26
686,2006-07-12,5.26
687,2006-07-13,5.22
688,2006-07-14,5.2
689,2006-07-17,5.24
690,2006-07-18,5.28
691,2006-07-19,5.22
692,2006-07-20,5.18
693,2006-07-21,5.19
694,2006-07-24,5.21
695,2006-07-25,5.21
696,2006-07-26,5.16
697,2006-07-27,5.16
698,2006-07-28,5.1
699,2006-07-31,5.11
700,2006-08-01,5.11
701,2006-08-02,5.11
702,2006-08-03,5.12
703,2006-08-04,5.07
704,2006-08-07,5.12
705,2006-08-08,5.08
706,2006-08-09,5.07
707,2006-08-10,5.08
708,2006-08-11,5.12
709,2006-08-14,5.17
710,2006-08-15,5.11
711,2006-08-16,5.06
712,2006-08-17,5.08
713,2006-08-18,5.08
714,2006-08-21,5.07
715,2006-08-22,5.07
716,2006-08-23,5.07
717,2006-08-24,5.07
718,2006-08-25,5.06
719,2006-08-28,5.08
720,2006-08-29,5.06
721,2006-08-30,5.03
722,2006-08-31,5.01
723,2006-09-01,4.99
724,2006-09-05,5.02
725,2006-09-06,5.02
726,2006-09-07,5.02
727,2006-09-08,5.0
728,2006-09-11,5.03
729,2006-09-12,5.02
730,2006-09-13,4.99
731,2006-09-14,5.02
732,2006-09-15,5.03
733,2006-09-18,5.04
734,2006-09-19,4.99
735,2006-09-20,5.0
736,2006-09-21,4.93
737,2006-09-22,4.9
738,2006-09-25,4.88
739,2006-09-26,4.91
740,2006-09-27,4.89
741,2006-09-28,4.9
742,2006-09-29,4.91
743,2006-10-02,4.9
744,2006-10-03,4.9
745,2006-10-04,4.87
746,2006-10-05,4.9
747,2006-10-06,4.94
748,2006-10-10,5.0
749,2006-10-11,5.02
750,2006-10-12,5.03
751,2006-10-13,5.05
752,2006-10-16,5.05
753,2006-10-17,5.04
754,2006-10-18,5.04
755,2006-10-19,5.05
756,2006-10-20,5.05
757,2006-10-23,5.09
758,2006-10-24,5.1
759,2006-10-25,5.08
760,2006-10-26,5.06
761,2006-10-27,5.02
762,2006-10-30,5.03
763,2006-10-31,4.99
764,2006-11-01,4.95
765,2006-11-02,4.97
766,2006-11-03,5.06
767,2006-11-06,5.06
768,2006-11-07,5.03
769,2006-11-08,5.02
770,2006-11-09,5.02
771,2006-11-10,5.01
772,2006-11-13,5.03
773,2006-11-14,5.01
774,2006-11-15,5.04
775,2006-11-16,5.06
776,2006-11-17,5.02
777,2006-11-20,5.02
778,2006-11-21,5.02
779,2006-11-22,5.01
780,2006-11-24,5.0
781,2006-11-27,5.0
782,2006-11-28,4.98
783,2006-11-29,4.98
784,2006-11-30,4.94
785,2006-12-01,4.87
786,2006-12-04,4.87
787,2006-12-05,4.86
788,2006-12-06,4.9
789,2006-12-07,4.9
790,2006-12-08,4.95
791,2006-12-11,4.94
792,2006-12-12,4.91
793,2006-12-13,4.95
794,2006-12-14,4.97
795,2006-12-15,4.96
796,2006-12-18,4.97
797,2006-12-19,4.96
798,2006-12-20,4.96
799,2006-12-21,4.93
800,2006-12-22,4.96
801,2006-12-26,4.97
802,2006-12-27,4.99
803,2006-12-28,5.01
804,2006-12-29,5.0
805,2007-01-02,5.0
806,2007-01-03,4.98
807,2007-01-04,4.95
808,2007-01-05,4.98
809,2007-01-08,5.01
810,2007-01-09,5.02
811,2007-01-10,5.02
812,2007-01-11,5.05
813,2007-01-12,5.06
814,2007-01-16,5.06
815,2007-01-17,5.08
816,2007-01-18,5.07
817,2007-01-19,5.09
818,2007-01-22,5.09
819,2007-01-23,5.1
820,2007-01-24,5.09
821,2007-01-25,5.11
822,2007-01-26,5.12
823,2007-01-29,5.12
824,2007-01-30,5.11
825,2007-01-31,5.09
826,2007-02-01,5.09
827,2007-02-02,5.08
828,2007-02-05,5.08
829,2007-02-06,5.07
830,2007-02-07,5.06
831,2007-02-08,5.06
832,2007-02-09,5.08
833,2007-02-12,5.1
834,2007-02-13,5.1
835,2007-02-14,5.06
836,2007-02-15,5.04
837,2007-02-16,5.05
838,2007-02-20,5.04
839,2007-02-21,5.05
840,2007-02-22,5.07
841,2007-02-23,5.05
842,2007-02-26,5.05
843,2007-02-27,4.93
844,2007-02-28,4.96
845,2007-03-01,4.95
846,2007-03-02,4.9
847,2007-03-05,4.89
848,2007-03-06,4.92
849,2007-03-07,4.9
850,2007-03-08,4.91
851,2007-03-09,4.98
852,2007-03-12,4.96
853,2007-03-13,4.9
854,2007-03-14,4.91
855,2007-03-15,4.93
856,2007-03-16,4.95
857,2007-03-19,4.96
858,2007-03-20,4.94
859,2007-03-21,4.89
860,2007-03-22,4.91
861,2007-03-23,4.93
862,2007-03-26,4.91
863,2007-03-27,4.91
864,2007-03-28,4.9
865,2007-03-29,4.9
866,2007-03-30,4.9
867,2007-04-02,4.92
868,2007-04-03,4.93
869,2007-04-04,4.92
870,2007-04-05,4.93
871,2007-04-06,4.98
872,2007-04-09,4.98
873,2007-04-10,4.97
874,2007-04-11,4.97
875,2007-04-12,4.97
876,2007-04-13,4.98
877,2007-04-16,4.97
878,2007-04-17,4.93
879,2007-04-18,4.91
880,2007-04-19,4.91
881,2007-04-20,4.91
882,2007-04-23,4.9
883,2007-04-24,4.88
884,2007-04-25,4.9
885,2007-04-26,4.92
886,2007-04-27,4.91
887,2007-04-30,4.89
888,2007-05-01,4.89
889,2007-05-02,4.9
890,2007-05-03,4.93
891,2007-05-04,4.91
892,2007-05-07,4.92
893,2007-05-08,4.91
894,2007-05-09,4.9
895,2007-05-10,4.86
896,2007-05-11,4.85
897,2007-05-14,4.87
898,2007-05-15,4.85
899,2007-05-16,4.82
900,2007-05-17,4.86
901,2007-05-18,4.92
902,2007-05-21,4.95
903,2007-05-22,4.96
904,2007-05-23,4.96
905,2007-05-24,4.94
906,2007-05-25,4.93
907,2007-05-29,4.96
908,2007-05-30,4.96
909,2007-05-31,4.95
910,2007-06-01,4.98
911,2007-06-04,4.99
912,2007-06-05,4.99
913,2007-06-06,4.96
914,2007-06-07,4.99
915,2007-06-08,4.96
916,2007-06-11,4.98
917,2007-06-12,5.01
918,2007-06-13,4.98
919,2007-06-14,4.98
920,2007-06-15,4.93
921,2007-06-18,4.95
922,2007-06-19,4.92
923,2007-06-20,4.97
924,2007-06-21,4.96
925,2007-06-22,4.94
926,2007-06-25,4.96
927,2007-06-26,4.97
928,2007-06-27,4.93
929,2007-06-28,4.95
930,2007-06-29,4.91
931,2007-07-02,4.97
932,2007-07-03,4.98
933,2007-07-05,5.02
934,2007-07-06,5.0
935,2007-07-09,5.03
936,2007-07-10,4.97
937,2007-07-11,4.99
938,2007-07-12,5.02
939,2007-07-13,5.01
940,2007-07-16,5.01
941,2007-07-17,5.02
942,2007-07-18,4.98
943,2007-07-19,5.0
944,2007-07-20,4.96
945,2007-07-23,5.0
946,2007-07-24,4.97
947,2007-07-25,4.95
948,2007-07-26,4.83
949,2007-07-27,4.82
950,2007-07-30,4.87
951,2007-07-31,4.85
952,2007-08-01,4.82
953,2007-08-02,4.83
954,2007-08-03,4.76
955,2007-08-06,4.76
956,2007-08-07,4.84
957,2007-08-08,4.89
958,2007-08-09,4.74
959,2007-08-10,4.69
960,2007-08-13,4.75
961,2007-08-14,4.67
962,2007-08-15,4.41
963,2007-08-16,4.18
964,2007-08-17,4.19
965,2007-08-20,4.15
966,2007-08-21,4.07
967,2007-08-22,4.1
968,2007-08-23,4.19
969,2007-08-24,4.31
970,2007-08-27,4.55
971,2007-08-28,4.36
972,2007-08-29,4.24
973,2007-08-30,4.17
974,2007-08-31,4.19
975,2007-09-04,4.39
976,2007-09-05,4.28
977,2007-09-06,4.3
978,2007-09-07,4.1
979,2007-09-10,4.09
980,2007-09-11,4.16
981,2007-09-12,4.12
982,2007-09-13,4.2
983,2007-09-14,4.16
984,2007-09-17,4.23
985,2007-09-18,4.08
986,2007-09-19,4.06
987,2007-09-20,4.1
988,2007-09-21,4.09
989,2007-09-24,4.09
990,2007-09-25,4.04
991,2007-09-26,4.03
992,2007-09-27,4.03
993,2007-09-28,4.05
994,2007-10-01,4.11
995,2007-10-02,4.1
996,2007-10-03,4.11
997,2007-10-04,4.1
998,2007-10-05,4.16
999,2007-10-09,4.23
1000,2007-10-10,4.23
1001,2007-10-11,4.22
1002,2007-10-12,4.28
1003,2007-10-15,4.33
1004,2007-10-16,4.26
1005,2007-10-17,4.11
1006,2007-10-18,4.03
1007,2007-10-19,3.98
1008,2007-10-22,4.05
1009,2007-10-23,4.01
1010,2007-10-24,3.91
1011,2007-10-25,3.93
1012,2007-10-26,3.96
1013,2007-10-29,4.0
1014,2007-10-30,3.98
1015,2007-10-31,4.04
1016,2007-11-01,3.89
1017,2007-11-02,3.74
1018,2007-11-05,3.86
1019,2007-11-06,3.83
1020,2007-11-07,3.71
1021,2007-11-08,3.61
1022,2007-11-09,3.57
1023,2007-11-13,3.68
1024,2007-11-14,3.65
1025,2007-11-15,3.49
1026,2007-11-16,3.49
1027,2007-11-19,3.43
1028,2007-11-20,3.32
1029,2007-11-21,3.18
1030,2007-11-23,3.28
1031,2007-11-26,3.2
1032,2007-11-27,3.26
1033,2007-11-28,3.31
1034,2007-11-29,3.22
1035,2007-11-30,3.26
1036,2007-12-03,3.15
1037,2007-12-04,3.11
1038,2007-12-05,3.13
1039,2007-12-06,3.2
1040,2007-12-07,3.24
1041,2007-12-10,3.26
1042,2007-12-11,3.09
1043,2007-12-12,3.16
1044,2007-12-13,3.22
1045,2007-12-14,3.28
1046,2007-12-17,3.34
1047,2007-12-18,3.31
1048,2007-12-19,3.26
1049,2007-12-20,3.2
1050,2007-12-21,3.31
1051,2007-12-24,3.46
1052,2007-12-26,3.49
1053,2007-12-27,3.37
1054,2007-12-28,3.34
1055,2007-12-31,3.34
1056,2008-01-02,3.17
1057,2008-01-03,3.13
1058,2008-01-04,3.06
1059,2008-01-07,3.11
1060,2008-01-08,3.09
1061,2008-01-09,3.04
1062,2008-01-10,3.04
1063,2008-01-11,2.91
1064,2008-01-14,2.9
1065,2008-01-15,2.87
1066,2008-01-16,2.86
1067,2008-01-17,2.81
1068,2008-01-18,2.69
