time,open,high,low,close
2002-03-19T14:30:00Z,72.99,72.99,72.99,72.99
2002-03-20T14:30:00Z,67,67,67,67
2002-03-21T14:30:00Z,67.67,67.67,67.67,67.67
2002-03-22T14:30:00Z,63.26,63.26,63.26,63.26
2002-03-25T14:30:00Z,53.41,53.41,53.41,53.41
2002-03-26T14:30:00Z,55.51,55.51,55.51,55.51
2002-03-27T14:30:00Z,58.25,58.25,58.25,58.25
2002-03-28T14:30:00Z,59,59,59,59
2002-04-01T14:30:00Z,55.2,55.2,55.2,55.2
2002-04-02T14:30:00Z,51.02,51.02,51.02,51.02
2002-04-03T14:30:00Z,46.08,46.08,46.08,46.08
2002-04-04T14:30:00Z,46.7,46.7,46.7,46.7
2002-04-05T14:30:00Z,47.58,47.58,47.58,47.58
2002-04-08T13:30:00Z,50.52,50.52,50.52,50.52
2002-04-09T13:30:00Z,50.56,50.56,50.56,50.56
2002-04-10T13:30:00Z,58.04,58.04,58.04,58.04
2002-04-11T13:30:00Z,50.39,50.39,50.39,50.39
2002-04-12T13:30:00Z,58.18,58.18,58.18,58.18
2002-04-15T13:30:00Z,55.8,55.8,55.8,55.8
2002-04-16T13:30:00Z,68.08,68.08,68.08,68.08
2002-04-17T13:30:00Z,66.93,66.93,66.93,66.93
2002-04-18T13:30:00Z,66.01,66.01,66.01,66.01
2002-04-19T13:30:00Z,65.59,65.59,65.59,65.59
2002-04-22T13:30:00Z,57.57,57.57,57.57,57.57
2002-04-23T13:30:00Z,56.12,56.12,56.12,56.12
2002-04-24T13:30:00Z,53.25,53.25,53.25,53.25
2002-04-25T13:30:00Z,52.44,52.44,52.44,52.44
2002-04-26T13:30:00Z,45.57,45.57,45.57,45.57
2002-04-29T13:30:00Z,43.84,43.84,43.84,43.84
2002-04-30T13:30:00Z,52.09,52.09,52.09,52.09
2002-05-01T13:30:00Z,53.39,53.39,53.39,53.39
2002-05-02T13:30:00Z,54.3,54.3,54.3,54.3
2002-05-03T13:30:00Z,54.14,54.14,54.14,54.14
2002-05-06T13:30:00Z,45.97,45.97,45.97,45.97
2002-05-07T13:30:00Z,42.76,42.76,42.76,42.76
2002-05-08T13:30:00Z,52.56,52.56,52.56,52.56
2002-05-09T13:30:00Z,43.45,43.45,43.45,43.45
2002-05-10T13:30:00Z,37.63,37.63,37.63,37.63
2002-05-13T13:30:00Z,42.64,42.64,42.64,42.64
2002-05-14T13:30:00Z,56.6,56.6,56.6,56.6
2002-05-15T13:30:00Z,57.24,57.24,57.24,57.24
2002-05-16T13:30:00Z,54.75,54.75,54.75,54.75
2002-05-17T13:30:00Z,56.87,56.87,56.87,56.87
2002-05-20T13:30:00Z,50.62,50.62,50.62,50.62
2002-05-21T13:30:00Z,43.04,43.04,43.04,43.04
2002-05-22T13:30:00Z,42.77,42.77,42.77,42.77
2002-05-23T13:30:00Z,49.42,49.42,49.42,49.42
2002-05-24T13:30:00Z,42.76,42.76,42.76,42.76
2002-05-28T13:30:00Z,41.14,41.14,41.14,41.14
2002-05-29T13:30:00Z,38.23,38.23,38.23,38.23
2002-05-30T13:30:00Z,37.95,37.95,37.95,37.95
2002-05-31T13:30:00Z,40.97,40.97,40.97,40.97
2002-06-03T13:30:00Z,30.91,30.91,30.91,30.91
2002-06-05T13:30:00Z,30.81,30.81,30.81,30.81
2002-06-06T13:30:00Z,26.05,26.05,26.05,26.05
2002-06-07T13:30:00Z,27.71,27.71,27.71,27.71
2002-06-10T13:30:00Z,28.34,28.34,28.34,28.34
2002-06-11T13:30:00Z,26.69,26.69,26.69,26.69
2002-06-12T13:30:00Z,26.05,26.05,26.05,26.05
2002-06-13T13:30:00Z,23.62,23.62,23.62,23.62
2002-06-14T13:30:00Z,24.45,24.45,24.45,24.45
2002-06-17T13:30:00Z,35.84,35.84,35.84,35.84
2002-06-18T13:30:00Z,36.92,36.92,36.92,36.92
2002-06-19T13:30:00Z,31.64,31.64,31.64,31.64
2002-06-20T13:30:00Z,31.87,31.87,31.87,31.87
2002-06-21T13:30:00Z,33.95,33.95,33.95,33.95
2002-06-24T13:30:00Z,32.82,32.82,32.82,32.82
2002-06-25T13:30:00Z,31.41,31.41,31.41,31.41
2002-06-26T13:30:00Z,29.31,29.31,29.31,29.31
2002-06-27T13:30:00Z,38.48,38.48,38.48,38.48
2002-06-28T13:30:00Z,45.85,45.85,45.85,45.85
2002-07-01T13:30:00Z,38.72,38.72,38.72,38.72
2002-07-02T13:30:00Z,27.95,27.95,27.95,27.95
2002-07-03T13:30:00Z,25.54,25.54,25.54,25.54
2002-07-05T13:30:00Z,34.43,34.43,34.43,34.43
2002-07-08T13:30:00Z,33.78,33.78,33.78,33.78
2002-07-09T13:30:00Z,32.33,32.33,32.33,32.33
2002-07-10T13:30:00Z,24.86,24.86,24.86,24.86
2002-07-11T13:30:00Z,23.1,23.1,23.1,23.1
2002-07-12T13:30:00Z,21.25,21.25,21.25,21.25
2002-07-15T13:30:00Z,19.91,19.91,19.91,19.91
2002-07-16T13:30:00Z,19.31,19.31,19.31,19.31
2002-07-17T13:30:00Z,24.08,24.08,24.08,24.08
2002-07-18T13:30:00Z,20,20,20,20
2002-07-19T13:30:00Z,16.1,16.1,16.1,16.1
2002-07-22T13:30:00Z,12.28,12.28,12.28,12.28
2002-07-23T13:30:00Z,7.86,7.86,7.86,7.86
2002-07-24T13:30:00Z,12.17,12.17,12.17,12.17
2002-07-25T13:30:00Z,13.43,13.43,13.43,13.43
2002-07-26T13:30:00Z,17.94,17.94,17.94,17.94
2002-07-29T13:30:00Z,38.75,38.75,38.75,38.75
2002-07-30T13:30:00Z,42.2,42.2,42.2,42.2
2002-07-31T13:30:00Z,43.59,43.59,43.59,43.59
2002-08-01T13:30:00Z,39.3,39.3,39.3,39.3
2002-08-02T13:30:00Z,32.18,32.18,32.18,32.18
2002-08-05T13:30:00Z,24.64,24.64,24.64,24.64
2002-08-06T13:30:00Z,37.52,37.52,37.52,37.52
2002-08-07T13:30:00Z,44.61,44.61,44.61,44.61
2002-08-08T13:30:00Z,53.43,53.43,53.43,53.43
2002-08-09T13:30:00Z,54.79,54.79,54.79,54.79
2002-08-13T13:30:00Z,49.03,49.03,49.03,49.03
2002-08-14T13:30:00Z,62.23,62.23,62.23,62.23
2002-08-15T13:30:00Z,65.45,65.45,65.45,65.45
2002-08-16T13:30:00Z,70.29,70.29,70.29,70.29
2002-08-19T13:30:00Z,73.97,73.97,73.97,73.97
2002-08-20T13:30:00Z,69.19,69.19,69.19,69.19
2002-08-21T13:30:00Z,74.55,74.55,74.55,74.55
2002-08-22T13:30:00Z,76.16,76.16,76.16,76.16
2002-08-23T13:30:00Z,68.76,68.76,68.76,68.76
2002-08-26T13:30:00Z,76,76,76,76
2002-08-27T13:30:00Z,66.45,66.45,66.45,66.45
2002-08-28T13:30:00Z,56.13,56.13,56.13,56.13
2002-08-29T13:30:00Z,60.01,60.01,60.01,60.01
2002-08-30T13:30:00Z,57.96,57.96,57.96,57.96
2002-09-03T13:30:00Z,37.28,37.28,37.28,37.28
2002-09-04T13:30:00Z,47.65,47.65,47.65,47.65
2002-09-05T13:30:00Z,37.44,37.44,37.44,37.44
2002-09-06T13:30:00Z,48.57,48.57,48.57,48.57
2002-09-09T13:30:00Z,50.39,50.39,50.39,50.39
2002-09-10T13:30:00Z,52.18,52.18,52.18,52.18
2002-09-11T13:30:00Z,49.94,49.94,49.94,49.94
2002-09-12T13:30:00Z,38.65,38.65,38.65,38.65
2002-09-13T13:30:00Z,42.72,42.72,42.72,42.72
2002-09-16T13:30:00Z,39.16,39.16,39.16,39.16
2002-09-17T13:30:00Z,33.72,33.72,33.72,33.72
2002-09-18T13:30:00Z,31.6,31.6,31.6,31.6
2002-09-19T13:30:00Z,24.13,24.13,24.13,24.13
2002-09-20T13:30:00Z,26.22,26.22,26.22,26.22
2002-09-23T13:30:00Z,20.76,20.76,20.76,20.76
2002-09-24T13:30:00Z,20.18,20.18,20.18,20.18
2002-09-25T13:30:00Z,25.66,25.66,25.66,25.66
2002-09-26T13:30:00Z,33.55,33.55,33.55,33.55
2002-09-27T13:30:00Z,26.62,26.62,26.62,26.62
2002-09-30T13:30:00Z,27.88,27.88,27.88,27.88
2002-10-01T13:30:00Z,36.88,36.88,36.88,36.88
2002-10-02T13:30:00Z,30.39,30.39,30.39,30.39
2002-10-03T13:30:00Z,29.82,29.82,29.82,29.82
2002-10-04T13:30:00Z,24.61,24.61,24.61,24.61
2002-10-07T13:30:00Z,19.06,19.06,19.06,19.06
2002-10-08T13:30:00Z,20.15,20.15,20.15,20.15
2002-10-09T13:30:00Z,14.37,14.37,14.37,14.37
2002-10-10T13:30:00Z,16.36,16.36,16.36,16.36
2002-10-11T13:30:00Z,29.55,29.55,29.55,29.55
2002-10-14T13:30:00Z,33.17,33.17,33.17,33.17
2002-10-15T13:30:00Z,52.24,52.24,52.24,52.24
2002-10-16T13:30:00Z,42.81,42.81,42.81,42.81
2002-10-17T13:30:00Z,56.7,56.7,56.7,56.7
2002-10-18T13:30:00Z,58.25,58.25,58.25,58.25
2002-10-21T13:30:00Z,60.22,60.22,60.22,60.22
2002-10-22T13:30:00Z,57.75,57.75,57.75,57.75
2002-10-23T13:30:00Z,62.35,62.35,62.35,62.35
2002-10-24T13:30:00Z,61,61,61,61
2002-10-25T13:30:00Z,65.91,65.91,65.91,65.91
2002-10-28T14:30:00Z,64.16,64.16,64.16,64.16
2002-10-29T14:30:00Z,63.41,63.41,63.41,63.41
2002-10-30T14:30:00Z,68.25,68.25,68.25,68.25
2002-10-31T14:30:00Z,68.27,68.27,68.27,68.27
2002-11-01T14:30:00Z,73.89,73.89,73.89,73.89
2002-11-04T14:30:00Z,74.5,74.5,74.5,74.5
2002-11-05T14:30:00Z,74.68,74.68,74.68,74.68
2002-11-06T14:30:00Z,76.27,76.27,76.27,76.27
2002-11-07T14:30:00Z,69.06,69.06,69.06,69.06
2002-11-08T14:30:00Z,66.37,66.37,66.37,66.37
2002-11-11T14:30:00Z,53,53,53,53
2002-11-12T14:30:00Z,58.09,58.09,58.09,58.09
2002-11-13T14:30:00Z,54.12,54.12,54.12,54.12
2002-11-14T14:30:00Z,64.95,64.95,64.95,64.95
2002-11-15T14:30:00Z,64.91,64.91,64.91,64.91
2002-11-18T14:30:00Z,60.43,60.43,60.43,60.43
2002-11-19T14:30:00Z,56.17,56.17,56.17,56.17
2002-11-20T14:30:00Z,64.83,64.83,64.83,64.83
2002-11-21T14:30:00Z,70.66,70.66,70.66,70.66
2002-11-22T14:30:00Z,70.98,70.98,70.98,70.98
2002-11-25T14:30:00Z,71.93,71.93,71.93,71.93
2002-11-26T14:30:00Z,64.56,64.56,64.56,64.56
2002-11-27T14:30:00Z,74.08,74.08,74.08,74.08
2002-11-29T14:30:00Z,72.64,72.64,72.64,72.64
2002-12-02T14:30:00Z,73.45,73.45,73.45,73.45
2002-12-03T14:30:00Z,68.56,68.56,68.56,68.56
2002-12-04T14:30:00Z,66.73,66.73,66.73,66.73
2002-12-05T14:30:00Z,61.69,61.69,61.69,61.69
2002-12-06T14:30:00Z,64.62,64.62,64.62,64.62
2002-12-09T14:30:00Z,49.21,49.21,49.21,49.21
2002-12-10T14:30:00Z,55.74,55.74,55.74,55.74
2002-12-11T14:30:00Z,53.24,53.24,53.24,53.24
2002-12-12T14:30:00Z,51.7,51.7,51.7,51.7
2002-12-13T14:30:00Z,43.21,43.21,43.21,43.21
2002-12-16T14:30:00Z,51.96,51.96,51.96,51.96
2002-12-17T14:30:00Z,46.98,46.98,46.98,46.98
2002-12-18T14:30:00Z,39.24,39.24,39.24,39.24
2002-12-19T14:30:00Z,38.89,38.89,38.89,38.89
2002-12-20T14:30:00Z,44.68,44.68,44.68,44.68
2002-12-23T14:30:00Z,47.08,47.08,47.08,47.08
2002-12-24T14:30:00Z,46.19,46.19,46.19,46.19
2002-12-26T14:30:00Z,47.35,47.35,47.35,47.35
2002-12-27T14:30:00Z,39.49,39.49,39.49,39.49
2002-12-30T14:30:00Z,39.97,39.97,39.97,39.97
2002-12-31T14:30:00Z,45.8,45.8,45.8,45.8
2003-01-02T14:30:00Z,65.87,65.87,65.87,65.87
2003-01-03T14:30:00Z,65.83,65.83,65.83,65.83
2003-01-06T14:30:00Z,73.8,73.8,73.8,73.8
2003-01-07T14:30:00Z,70.54,70.54,70.54,70.54
2003-01-08T14:30:00Z,61.49,61.49,61.49,61.49
2003-01-09T14:30:00Z,69.52,69.52,69.52,69.52
2003-01-10T14:30:00Z,68.64,68.64,68.64,68.64
2003-01-13T14:30:00Z,66.37,66.37,66.37,66.37
2003-01-14T14:30:00Z,67.95,67.95,67.95,67.95
2003-01-15T14:30:00Z,63.23,63.23,63.23,63.23
2003-01-16T14:30:00Z,63.32,63.32,63.32,63.32
2003-01-17T14:30:00Z,53.14,53.14,53.14,53.14
2003-01-21T14:30:00Z,45.12,45.12,45.12,45.12
2003-01-22T14:30:00Z,40.88,40.88,40.88,40.88
2003-01-23T14:30:00Z,45.59,45.59,45.59,45.59
2003-01-24T14:30:00Z,33.75,33.75,33.75,33.75
2003-01-27T14:30:00Z,27.36,27.36,27.36,27.36
2003-01-28T14:30:00Z,30.65,30.65,30.65,30.65
2003-01-29T14:30:00Z,31.93,31.93,31.93,31.93
2003-01-30T14:30:00Z,26.85,26.85,26.85,26.85
2003-01-31T14:30:00Z,32.89,32.89,32.89,32.89
2003-02-03T14:30:00Z,32.88,32.88,32.88,32.88
2003-02-04T14:30:00Z,33.13,33.13,33.13,33.13
2003-02-05T14:30:00Z,31.96,31.96,31.96,31.96
2003-02-06T14:30:00Z,29.61,29.61,29.61,29.61
2003-02-07T14:30:00Z,27.32,27.32,27.32,27.32
2003-02-10T14:30:00Z,29.21,29.21,29.21,29.21
2003-02-11T14:30:00Z,28.83,28.83,28.83,28.83
2003-02-12T14:30:00Z,24.98,24.98,24.98,24.98
2003-02-13T14:30:00Z,23.14,23.14,23.14,23.14
2003-02-14T14:30:00Z,29.36,29.36,29.36,29.36
2003-02-18T14:30:00Z,43.15,43.15,43.15,43.15
2003-02-19T14:30:00Z,39.56,39.56,39.56,39.56
2003-02-20T14:30:00Z,40.02,40.02,40.02,40.02
2003-02-21T14:30:00Z,52.21,52.21,52.21,52.21
2003-02-24T14:30:00Z,41.38,41.38,41.38,41.38
2003-02-25T14:30:00Z,46.37,46.37,46.37,46.37
2003-02-26T14:30:00Z,42.26,42.26,42.26,42.26
2003-02-27T14:30:00Z,50.6,50.6,50.6,50.6
2003-02-28T14:30:00Z,52.96,52.96,52.96,52.96
2003-03-03T14:30:00Z,52.4,52.4,52.4,52.4
2003-03-04T14:30:00Z,47.62,47.62,47.62,47.62
2003-03-05T14:30:00Z,49.11,49.11,49.11,49.11
2003-03-06T14:30:00Z,45.74,45.74,45.74,45.74
2003-03-07T14:30:00Z,46.07,46.07,46.07,46.07
2003-03-10T14:30:00Z,36.68,36.68,36.68,36.68
2003-03-11T14:30:00Z,35.16,35.16,35.16,35.16
2003-03-12T14:30:00Z,32.29,32.29,32.29,32.29
2003-03-13T14:30:00Z,45.39,45.39,45.39,45.39
2003-03-14T14:30:00Z,45.62,45.62,45.62,45.62
2003-03-17T14:30:00Z,60.8,60.8,60.8,60.8
2003-03-18T14:30:00Z,62.18,62.18,62.18,62.18
2003-03-19T14:30:00Z,61.79,61.79,61.79,61.79
2003-03-20T14:30:00Z,63.2,63.2,63.2,63.2
2003-03-21T14:30:00Z,67.79,67.79,67.79,67.79
2003-03-24T14:30:00Z,58.54,58.54,58.54,58.54
2003-03-25T14:30:00Z,65.28,65.28,65.28,65.28
2003-03-26T14:30:00Z,61.32,61.32,61.32,61.32
2003-03-27T14:30:00Z,62.54,62.54,62.54,62.54
2003-03-28T14:30:00Z,64.03,64.03,64.03,64.03
2003-03-31T14:30:00Z,56.29,56.29,56.29,56.29
2003-04-01T14:30:00Z,64.88,64.88,64.88,64.88
2003-04-02T14:30:00Z,75.23,75.23,75.23,75.23
2003-04-03T14:30:00Z,72.2,72.2,72.2,72.2
2003-04-04T14:30:00Z,70.64,70.64,70.64,70.64
2003-04-07T13:30:00Z,72.39,72.39,72.39,72.39
2003-04-08T13:30:00Z,69.05,69.05,69.05,69.05
2003-04-09T13:30:00Z,63.61,63.61,63.61,63.61
2003-04-10T13:30:00Z,63.92,63.92,63.92,63.92
2003-04-11T13:30:00Z,59,59,59,59
2003-04-14T13:30:00Z,68.5,68.5,68.5,68.5
2003-04-15T13:30:00Z,72.11,72.11,72.11,72.11
2003-04-16T13:30:00Z,67.22,67.22,67.22,67.22
2003-04-17T13:30:00Z,75.61,75.61,75.61,75.61
2003-04-21T13:30:00Z,75.13,75.13,75.13,75.13
2003-04-22T13:30:00Z,80.75,80.75,80.75,80.75
2003-04-23T13:30:00Z,82.21,82.21,82.21,82.21
2003-04-24T13:30:00Z,79.55,79.55,79.55,79.55
2003-04-25T13:30:00Z,73.29,73.29,73.29,73.29
2003-04-28T13:30:00Z,79.54,79.54,79.54,79.54
2003-04-29T13:30:00Z,78.39,78.39,78.39,78.39
2003-04-30T13:30:00Z,77.9,77.9,77.9,77.9
2003-05-01T13:30:00Z,77.02,77.02,77.02,77.02
2003-05-02T13:30:00Z,83.06,83.06,83.06,83.06
2003-05-05T13:30:00Z,83.01,83.01,83.01,83.01
2003-05-06T13:30:00Z,84.28,84.28,84.28,84.28
2003-05-07T13:30:00Z,81.92,81.92,81.92,81.92
2003-05-08T13:30:00Z,77.95,77.95,77.95,77.95
2003-05-09T13:30:00Z,82.79,82.79,82.79,82.79
2003-05-12T13:30:00Z,84.08,84.08,84.08,84.08
2003-05-13T13:30:00Z,81.93,81.93,81.93,81.93
2003-05-14T13:30:00Z,79.2,79.2,79.2,79.2
2003-05-15T13:30:00Z,79.83,79.83,79.83,79.83
2003-05-16T13:30:00Z,74.11,74.11,74.11,74.11
2003-05-19T13:30:00Z,60.49,60.49,60.49,60.49
2003-05-20T13:30:00Z,59.71,59.71,59.71,59.71
2003-05-21T13:30:00Z,60.85,60.85,60.85,60.85
2003-05-22T13:30:00Z,65.99,65.99,65.99,65.99
2003-05-23T13:30:00Z,67.57,67.57,67.57,67.57
2003-05-27T13:30:00Z,75.9,75.9,75.9,75.9
2003-05-28T13:30:00Z,77.74,77.74,77.74,77.74
2003-05-29T13:30:00Z,76.88,76.88,76.88,76.88
2003-05-30T13:30:00Z,83.49,83.49,83.49,83.49
2003-06-02T13:30:00Z,84.11,84.11,84.11,84.11
2003-06-03T13:30:00Z,83.74,83.74,83.74,83.74
2003-06-04T13:30:00Z,86.98,86.98,86.98,86.98
2003-06-05T13:30:00Z,87.54,87.54,87.54,87.54
2003-06-06T13:30:00Z,85.29,85.29,85.29,85.29
2003-06-09T13:30:00Z,79.68,79.68,79.68,79.68
2003-06-10T13:30:00Z,84.19,84.19,84.19,84.19
2003-06-11T13:30:00Z,85.24,85.24,85.24,85.24
2003-06-12T13:30:00Z,84.38,84.38,84.38,84.38
2003-06-13T13:30:00Z,77.97,77.97,77.97,77.97
2003-06-16T13:30:00Z,82.77,82.77,82.77,82.77
2003-06-17T13:30:00Z,79.99,79.99,79.99,79.99
2003-06-18T13:30:00Z,76.52,76.52,76.52,76.52
2003-06-19T13:30:00Z,66,66,66,66
2003-06-20T13:30:00Z,62.24,62.24,62.24,62.24
2003-06-23T13:30:00Z,44.77,44.77,44.77,44.77
2003-06-24T13:30:00Z,44.58,44.58,44.58,44.58
2003-06-25T13:30:00Z,43.41,43.41,43.41,43.41
2003-06-26T13:30:00Z,47.81,47.81,47.81,47.81
2003-06-27T13:30:00Z,45.67,45.67,45.67,45.67
2003-06-30T13:30:00Z,45.56,45.56,45.56,45.56
2003-07-01T13:30:00Z,49.27,49.27,49.27,49.27
2003-07-02T13:30:00Z,62.86,62.86,62.86,62.86
2003-07-03T13:30:00Z,59.23,59.23,59.23,59.23
2003-07-07T13:30:00Z,68.65,68.65,68.65,68.65
2003-07-08T13:30:00Z,70.49,70.49,70.49,70.49
2003-07-09T13:30:00Z,70.46,70.46,70.46,70.46
2003-07-10T13:30:00Z,62.45,62.45,62.45,62.45
2003-07-11T13:30:00Z,67.36,67.36,67.36,67.36
2003-07-14T13:30:00Z,70.15,70.15,70.15,70.15
2003-07-15T13:30:00Z,66.39,66.39,66.39,66.39
2003-07-16T13:30:00Z,61.36,61.36,61.36,61.36
2003-07-17T13:30:00Z,47.69,47.69,47.69,47.69
2003-07-18T13:30:00Z,53.17,53.17,53.17,53.17
2003-07-21T13:30:00Z,42.91,42.91,42.91,42.91
2003-07-22T13:30:00Z,48.16,48.16,48.16,48.16
2003-07-23T13:30:00Z,49.39,49.39,49.39,49.39
2003-07-24T13:30:00Z,48.11,48.11,48.11,48.11
2003-07-25T13:30:00Z,52.06,52.06,52.06,52.06
2003-07-28T13:30:00Z,53.53,53.53,53.53,53.53
2003-07-29T13:30:00Z,50.37,50.37,50.37,50.37
2003-07-30T13:30:00Z,48.74,48.74,48.74,48.74
2003-07-31T13:30:00Z,49.81,49.81,49.81,49.81
2003-08-01T13:30:00Z,40.52,40.52,40.52,40.52
2003-08-04T13:30:00Z,37.43,37.43,37.43,37.43
2003-08-05T13:30:00Z,31.16,31.16,31.16,31.16
2003-08-06T13:30:00Z,30.4,30.4,30.4,30.4
2003-08-07T13:30:00Z,31.61,31.61,31.61,31.61
2003-08-08T13:30:00Z,34.71,34.71,34.71,34.71
2003-08-11T13:30:00Z,40.19,40.19,40.19,40.19
2003-08-12T13:30:00Z,51.16,51.16,51.16,51.16
2003-08-13T13:30:00Z,50.04,50.04,50.04,50.04
2003-08-14T13:30:00Z,54.52,54.52,54.52,54.52
2003-08-15T13:30:00Z,56.08,56.08,56.08,56.08
2003-08-18T13:30:00Z,63.95,63.95,63.95,63.95
2003-08-19T13:30:00Z,68.82,68.82,68.82,68.82
2003-08-20T13:30:00Z,69.67,69.67,69.67,69.67
2003-08-21T13:30:00Z,72.46,72.46,72.46,72.46
2003-08-22T13:30:00Z,65.16,65.16,65.16,65.16
2003-08-25T13:30:00Z,63.6,63.6,63.6,63.6
2003-08-26T13:30:00Z,66.69,66.69,66.69,66.69
2003-08-27T13:30:00Z,70.33,70.33,70.33,70.33
2003-08-28T13:30:00Z,74.18,74.18,74.18,74.18
2003-08-29T13:30:00Z,76.95,76.95,76.95,76.95
2003-09-02T13:30:00Z,82.98,82.98,82.98,82.98
2003-09-03T13:30:00Z,84.56,84.56,84.56,84.56
2003-09-04T13:30:00Z,84.26,84.26,84.26,84.26
2003-09-05T13:30:00Z,80.87,80.87,80.87,80.87
2003-09-08T13:30:00Z,84.88,84.88,84.88,84.88
2003-09-09T13:30:00Z,79.27,79.27,79.27,79.27
2003-09-10T13:30:00Z,65.99,65.99,65.99,65.99
2003-09-11T13:30:00Z,69.41,69.41,69.41,69.41
2003-09-12T13:30:00Z,69.89,69.89,69.89,69.89
2003-09-15T13:30:00Z,66.2,66.2,66.2,66.2
2003-09-16T13:30:00Z,74.01,74.01,74.01,74.01
2003-09-17T13:30:00Z,71.59,71.59,71.59,71.59
2003-09-18T13:30:00Z,74.69,74.69,74.69,74.69
2003-09-19T13:30:00Z,74.33,74.33,74.33,74.33
2003-09-22T13:30:00Z,64.94,64.94,64.94,64.94
2003-09-23T13:30:00Z,67.09,67.09,67.09,67.09
2003-09-24T13:30:00Z,54.27,54.27,54.27,54.27
2003-09-25T13:30:00Z,42.14,42.14,42.14,42.14
2003-09-26T13:30:00Z,33.55,33.55,33.55,33.55
2003-09-29T13:30:00Z,38.65,38.65,38.65,38.65
2003-09-30T13:30:00Z,37.32,37.32,37.32,37.32
2003-10-01T13:30:00Z,53.08,53.08,53.08,53.08
2003-10-02T13:30:00Z,56.21,56.21,56.21,56.21
2003-10-03T13:30:00Z,65.42,65.42,65.42,65.42
2003-10-06T13:30:00Z,70.13,70.13,70.13,70.13
2003-10-07T13:30:00Z,73.34,73.34,73.34,73.34
2003-10-08T13:30:00Z,69.18,69.18,69.18,69.18
2003-10-09T13:30:00Z,72.01,72.01,72.01,72.01
2003-10-10T13:30:00Z,68.92,68.92,68.92,68.92
2003-10-13T13:30:00Z,75.45,75.45,75.45,75.45
2003-10-14T13:30:00Z,76.51,76.51,76.51,76.51
2003-10-15T13:30:00Z,72.2,72.2,72.2,72.2
2003-10-16T13:30:00Z,74.6,74.6,74.6,74.6
2003-10-17T13:30:00Z,66.57,66.57,66.57,66.57
2003-10-20T13:30:00Z,67.48,67.48,67.48,67.48
2003-10-21T13:30:00Z,69.65,69.65,69.65,69.65
