,Date,Close
260,2021-11-23,22.719746
261,2021-11-22,23.530945
262,2021-11-19,24.325888
263,2021-11-18,23.55398
264,2021-11-17,23.860388
265,2021-11-16,22.951956
266,2021-11-15,23.072453
267,2021-11-12,23.120436
268,2021-11-11,22.836132
269,2021-11-10,22.714533
270,2021-11-09,21.749256
271,2021-11-08,22.304407
272,2021-11-04,22.350191
273,2021-11-03,22.750921
274,2021-11-02,21.810535
275,2021-11-01,21.316885
276,2021-10-31,21.357525
277,2021-10-28,21.335407
278,2021-10-27,21.755827
279,2021-10-26,21.750544
280,2021-10-25,21.17779
281,2021-10-24,21.561604
282,2021-10-21,21.436245
283,2021-10-20,21.590302
284,2021-10-19,21.272205
285,2021-10-18,21.331966
286,2021-10-17,21.407084
287,2021-10-14,21.47788
288,2021-10-13,22.096912
289,2021-10-12,22.298607
290,2021-10-11,21.804316
291,2021-10-10,21.79086
292,2021-10-07,22.133587
293,2021-10-06,22.45083
294,2021-10-05,22.736666
295,2021-10-04,22.29317
296,2021-10-03,22.754444
297,2021-09-30,23.154982
298,2021-09-29,23.394644
299,2021-09-28,23.005478
300,2021-09-27,23.054855
301,2021-09-26,23.19417
302,2021-09-23,23.650986
303,2021-09-22,23.84311
304,2021-09-21,24.59781
305,2021-09-20,25.170069
306,2021-09-19,25.064732
307,2021-09-16,24.30735
308,2021-09-15,24.164715
309,2021-09-14,24.685305
310,2021-09-13,25.613113
311,2021-09-12,25.436481
312,2021-09-09,25.668386
313,2021-09-08,26.378046
314,2021-09-07,25.839825
315,2021-09-06,26.275055
316,2021-09-02,26.423727
317,2021-09-01,25.842264
318,2021-08-31,26.433884
319,2021-08-30,26.496351
320,2021-08-29,26.137842
321,2021-08-26,26.427116
322,2021-08-25,26.582617
323,2021-08-24,26.158571
324,2021-08-23,26.733788
325,2021-08-22,27.471054
326,2021-08-19,28.578306
327,2021-08-18,27.951012
328,2021-08-17,27.216621
329,2021-08-16,26.805828
330,2021-08-15,26.555208
331,2021-08-12,25.938046
332,2021-08-11,25.314808
333,2021-08-10,25.276535
334,2021-08-09,25.315567
335,2021-08-08,25.923586
336,2021-08-05,25.776217
337,2021-08-04,26.126793
338,2021-08-03,26.566397
339,2021-08-02,25.653345
340,2021-08-01,25.51361
341,2021-07-29,24.511156
342,2021-07-28,24.873674
343,2021-07-27,24.858406
344,2021-07-26,25.115143
345,2021-07-25,25.013208
346,2021-07-22,24.995144
347,2021-07-21,25.100819
348,2021-07-20,25.645803
349,2021-07-19,26.859983
350,2021-07-18,27.231256
351,2021-07-15,25.26807
352,2021-07-14,25.518492
353,2021-07-13,24.945988
354,2021-07-12,24.045183
355,2021-07-11,24.365723
356,2021-07-08,24.275751
357,2021-07-07,24.672333
358,2021-07-06,24.951525
359,2021-07-05,24.444595
360,2021-07-01,23.717402
361,2021-06-30,23.606274
362,2021-06-29,24.102354
363,2021-06-28,24.154562
364,2021-06-27,24.408173
365,2021-06-24,23.991896
366,2021-06-23,24.223736
367,2021-06-22,24.388342
368,2021-06-21,24.312895
369,2021-06-20,24.189518
370,2021-06-17,24.677555
371,2021-06-16,24.969032
372,2021-06-15,25.772696
373,2021-06-14,25.714087
374,2021-06-13,26.29797
375,2021-06-10,26.475813
376,2021-06-09,26.948357
377,2021-06-08,27.061178
378,2021-06-07,27.012133
379,2021-06-06,27.398525
380,2021-06-03,27.144499
381,2021-06-02,27.193722
382,2021-06-01,27.713205
383,2021-05-31,28.099527
384,2021-05-27,28.68667
385,2021-05-26,28.357517
386,2021-05-25,28.716208
387,2021-05-24,28.72862
388,2021-05-23,28.532928
389,2021-05-20,29.517141
390,2021-05-19,30.327156
391,2021-05-18,29.692236
392,2021-05-17,28.520386
393,2021-05-16,28.180174
394,2021-05-13,28.115343
395,2021-05-12,28.57725
396,2021-05-11,27.581718
397,2021-05-10,28.123468
398,2021-05-09,28.304068
399,2021-05-06,28.214174
400,2021-05-05,28.055943
401,2021-05-04,27.184216
402,2021-05-03,27.033033
403,2021-05-02,27.777952
404,2021-04-29,27.796476
405,2021-04-28,27.197353
406,2021-04-27,27.766989
407,2021-04-26,28.249126
408,2021-04-25,28.738491
409,2021-04-22,28.596718
410,2021-04-21,28.995604
411,2021-04-20,29.214346
412,2021-04-19,28.464127
413,2021-04-18,27.917324
414,2021-04-15,28.179945
415,2021-04-14,27.8191
416,2021-04-13,27.472683
417,2021-04-12,29.016283
418,2021-04-11,28.998323
419,2021-04-08,29.388065
420,2021-04-07,29.476511
421,2021-04-06,29.113266
422,2021-04-05,29.352772
423,2021-04-04,29.445864
424,2021-03-31,28.096012
425,2021-03-30,28.968899
426,2021-03-29,27.810076
427,2021-03-28,27.81189
428,2021-03-25,28.410692
429,2021-03-24,29.45526
430,2021-03-23,28.324615
431,2021-03-22,29.859764
432,2021-03-21,28.233957
433,2021-03-18,28.35233
434,2021-03-17,28.869999
435,2021-03-16,26.730652
436,2021-03-15,26.706789
437,2021-03-14,26.439823
438,2021-03-12,26.207895
439,2021-03-11,26.087551
440,2021-03-10,26.714773
441,2021-03-09,26.817684
442,2021-03-08,25.790928
443,2021-03-05,25.69224
444,2021-03-04,26.636375
445,2021-03-03,27.99119
446,2021-03-02,29.005857
447,2021-03-01,28.405344
448,2021-02-26,28.099186
449,2021-02-25,27.930113
450,2021-02-24,28.415058
451,2021-02-23,29.25896
452,2021-02-22,29.382011
453,2021-02-19,29.976368
454,2021-02-18,29.30271
455,2021-02-17,28.967943
456,2021-02-16,29.928392
457,2021-02-12,30.63057
458,2021-02-11,31.334135
459,2021-02-10,31.366734
460,2021-02-09,31.44791
461,2021-02-08,31.600828
462,2021-02-05,31.854004
463,2021-02-04,31.813978
464,2021-02-03,32.899982
465,2021-02-02,33.427685
466,2021-02-01,34.748833
467,2021-01-29,35.38889
468,2021-01-28,35.114635
469,2021-01-27,34.908234
470,2021-01-26,35.177723
471,2021-01-25,35.150654
472,2021-01-22,35.502197
473,2021-01-21,35.108227
474,2021-01-20,35.046955
475,2021-01-19,34.72065
476,2021-01-15,34.936974
477,2021-01-14,34.539856
478,2021-01-13,35.033073
479,2021-01-12,34.634468
480,2021-01-11,35.399044
481,2021-01-08,35.10911
482,2021-01-07,37.621483
483,2021-01-06,37.66344
484,2021-01-05,39.10875
485,2021-01-04,40.837883
486,2020-12-31,39.0169
487,2020-12-30,39.070248
488,2020-12-29,39.160416
489,2020-12-28,39.42041
490,2020-12-24,38.977814
491,2020-12-23,38.95885
492,2020-12-22,39.697998
493,2020-12-21,39.363216
494,2020-12-18,38.405296
495,2020-12-17,39.023987
496,2020-12-16,38.814304
497,2020-12-15,38.897526
498,2020-12-14,38.91679
499,2020-12-11,39.506123
500,2020-12-10,39.19624
501,2020-12-09,40.30316
502,2020-12-08,41.026318
503,2020-12-07,40.68619
504,2020-12-04,39.686558
505,2020-12-03,40.2454
506,2020-12-02,40.32023
507,2020-12-01,40.72054
508,2020-11-30,39.164093
509,2020-11-27,39.136833
510,2020-11-25,39.50339
511,2020-11-24,40.187042
512,2020-11-23,42.67998
513,2020-11-20,44.427044
514,2020-11-19,44.58792
515,2020-11-18,44.79914
516,2020-11-17,45.486362
517,2020-11-16,45.653122
518,2020-11-13,46.98978
519,2020-11-12,45.539883
520,2020-11-11,44.89023
521,2020-11-10,45.343327
522,2020-11-09,45.996525
523,2020-11-06,52.51212
524,2020-11-05,50.149525
525,2020-11-04,48.393356
526,2020-11-03,50.677113
527,2020-11-02,51.35561
528,2020-10-29,52.455994
529,2020-10-28,51.57866
530,2020-10-27,50.17919
531,2020-10-26,48.238567
532,2020-10-25,49.343876
533,2020-10-22,47.728985
534,2020-10-21,46.779034
535,2020-10-20,48.07894
536,2020-10-19,46.078148
537,2020-10-18,46.69116
538,2020-10-15,46.497063
539,2020-10-14,46.464844
540,2020-10-13,46.327972
541,2020-10-12,46.97761
542,2020-10-11,48.75729
543,2020-10-08,47.278328
544,2020-10-07,45.850937
545,2020-10-06,47.148933
546,2020-10-05,46.74453
547,2020-10-04,48.763386
548,2020-10-01,51.28745
549,2020-09-30,49.28719
550,2020-09-29,46.929386
551,2020-09-28,48.213287
552,2020-09-27,46.128082
553,2020-09-24,46.154037
554,2020-09-23,46.3483
555,2020-09-22,46.579014
556,2020-09-21,47.944447
557,2020-09-20,48.36428
558,2020-09-17,47.484795
559,2020-09-16,47.35172
560,2020-09-15,48.80976
561,2020-09-14,51.10502
562,2020-09-13,52.418144
563,2020-09-10,51.909992
564,2020-09-09,52.391422
565,2020-09-08,51.109066
566,2020-09-07,52.58433
567,2020-09-03,48.37566
568,2020-09-02,46.59415
569,2020-09-01,46.600822
570,2020-08-31,46.029
571,2020-08-30,46.176952
572,2020-08-27,45.72027
573,2020-08-26,44.64684
574,2020-08-25,44.726894
575,2020-08-24,44.1015
576,2020-08-23,45.22994
577,2020-08-20,45.692017
578,2020-08-19,45.415688
579,2020-08-18,45.625435
580,2020-08-17,46.61693
581,2020-08-16,46.281185
582,2020-08-13,46.10807
583,2020-08-12,46.323387
584,2020-08-11,45.34568
585,2020-08-10,46.445564
586,2020-08-09,48.26896
587,2020-08-06,48.76516
588,2020-08-05,48.903454
589,2020-08-04,48.14174
590,2020-08-03,47.990406
591,2020-08-02,47.93953
592,2020-07-30,48.740997
593,2020-07-29,48.65481
594,2020-07-28,47.334625
595,2020-07-27,47.385475
596,2020-07-26,46.41827
597,2020-07-23,45.950592
598,2020-07-22,45.997078
599,2020-07-21,44.489258
600,2020-07-20,43.908485
601,2020-07-19,44.496445
602,2020-07-16,44.550385
603,2020-07-15,44.139877
604,2020-07-14,43.96602
605,2020-07-13,44.93919
606,2020-07-12,45.162098
607,2020-07-09,44.345253
608,2020-07-08,45.411407
609,2020-07-07,44.388752
610,2020-07-06,44.416542
611,2020-07-05,44.019196
612,2020-07-01,43.886837
613,2020-06-30,44.530384
614,2020-06-29,45.658264
615,2020-06-28,44.70529
616,2020-06-25,46.05092
617,2020-06-24,45.508778
618,2020-06-23,46.4562
619,2020-06-22,43.896458
620,2020-06-21,43.41819
621,2020-06-18,43.922012
622,2020-06-17,44.40783
623,2020-06-16,45.553215
624,2020-06-15,45.065136
625,2020-06-14,46.34429
626,2020-06-11,47.691673
627,2020-06-10,47.66098
628,2020-06-09,43.265156
629,2020-06-08,44.034412
630,2020-06-07,44.46976
631,2020-06-04,42.381794
632,2020-06-03,45.94761
633,2020-06-02,45.529633
634,2020-06-01,46.867695
635,2020-05-31,49.034992
636,2020-05-28,48.940544
637,2020-05-27,50.824684
638,2020-05-26,52.1274
639,2020-05-25,49.63028
640,2020-05-21,52.16842
641,2020-05-20,50.72229
642,2020-05-19,52.272316
643,2020-05-18,53.66769
644,2020-05-17,54.424892
645,2020-05-14,59.578663
646,2020-05-13,63.066036
647,2020-05-12,67.76987
648,2020-05-11,66.113266
649,2020-05-10,70.227844
650,2020-05-07,69.11479
651,2020-05-06,73.11253
652,2020-05-05,70.204254
653,2020-05-04,69.3974
654,2020-05-03,83.71261
655,2020-04-30,85.667336
656,2020-04-29,89.3949
657,2020-04-28,113.10757
658,2020-04-27,138.61426
659,2020-04-26,133.95149
660,2020-04-23,101.74144
661,2020-04-22,105.048485
662,2020-04-21,125.44993
663,2020-04-20,167.65234
664,2020-04-19,-45.21924
665,2020-04-16,92.45757
666,2020-04-15,86.58279
667,2020-04-14,86.925
668,2020-04-13,87.354546
669,2020-04-12,77.8581
670,2020-04-08,76.28295
671,2020-04-07,66.377045
672,2020-04-06,70.45282
673,2020-04-05,64.30215
674,2020-04-02,57.646435
675,2020-04-01,64.20616
676,2020-03-31,77.70557
677,2020-03-30,77.31445
678,2020-03-29,80.73669
679,2020-03-26,75.49512
680,2020-03-25,73.013275
681,2020-03-24,66.651695
682,2020-03-23,69.14619
683,2020-03-22,67.080475
684,2020-03-19,66.16139
685,2020-03-18,58.628075
686,2020-03-17,72.523315
687,2020-03-16,56.58256
688,2020-03-15,51.773518
689,2020-03-12,47.768673
690,2020-03-11,50.453968
691,2020-03-10,49.769558
692,2020-03-09,48.285797
693,2020-03-08,53.790558
694,2020-03-06,40.474808
695,2020-03-05,36.30501
696,2020-03-04,35.08123
697,2020-03-03,34.805
698,2020-03-02,34.059895
699,2020-02-28,34.94415
700,2020-02-27,34.826927
701,2020-02-26,33.654835
702,2020-02-25,33.00401
703,2020-02-24,32.517986
704,2020-02-21,30.80929
705,2020-02-20,30.059502
706,2020-02-19,30.165134
707,2020-02-18,30.739674
708,2020-02-14,30.4073
709,2020-02-13,30.63205
710,2020-02-12,30.631231
711,2020-02-11,31.34962
712,2020-02-10,31.767197
713,2020-02-07,31.172495
714,2020-02-06,30.71835
715,2020-02-05,30.695568
716,2020-02-04,31.251764
717,2020-02-03,31.474754
718,2020-01-31,30.700155
719,2020-01-30,30.370157
720,2020-01-29,29.435589
721,2020-01-28,29.34181
722,2020-01-27,29.672564
723,2020-01-24,28.992434
724,2020-01-23,28.14535
725,2020-01-22,27.410997
726,2020-01-21,26.678095
727,2020-01-17,26.627947
728,2020-01-16,26.469584
729,2020-01-15,26.848295
730,2020-01-14,26.488066
731,2020-01-13,26.659779
732,2020-01-10,26.380419
733,2020-01-09,26.05272
734,2020-01-08,26.12649
735,2020-01-07,25.06858
736,2020-01-06,24.754227
737,2020-01-03,24.570974
738,2020-01-02,24.918274
739,2019-12-31,24.885359
740,2019-12-30,24.55415
741,2019-12-27,24.526896
742,2019-12-26,24.469845
743,2019-12-24,24.531172
744,2019-12-23,24.496035
745,2019-12-20,24.399405
746,2019-12-19,24.145702
747,2019-12-18,24.168718
748,2019-12-17,24.19757
749,2019-12-16,24.497593
750,2019-12-13,24.564674
751,2019-12-12,24.78371
752,2019-12-11,25.00681
753,2019-12-10,24.689398
754,2019-12-09,24.725517
755,2019-12-06,24.64696
756,2019-12-05,25.2764
757,2019-12-04,25.226767
758,2019-12-03,26.349377
759,2019-12-02,26.131166
760,2019-11-29,26.565163
761,2019-11-27,25.011187
762,2019-11-26,24.992296
763,2019-11-25,25.109465
764,2019-11-22,25.326294
765,2019-11-21,24.976099
766,2019-11-20,25.797585
767,2019-11-19,26.685385
768,2019-11-18,25.782648
769,2019-11-15,25.420998
770,2019-11-14,25.925665
771,2019-11-13,25.589985
772,2019-11-12,25.565142
773,2019-11-11,25.59796
774,2019-11-08,25.52935
775,2019-11-07,25.620296
776,2019-11-06,26.44543
777,2019-11-05,25.874542
778,2019-11-04,26.671383
779,2019-10-31,26.83274
780,2019-10-30,27.895903
781,2019-10-29,27.119505
782,2019-10-28,26.773497
783,2019-10-27,26.697723
784,2019-10-24,26.464878
785,2019-10-23,26.65659
786,2019-10-22,26.619617
787,2019-10-21,27.357828
788,2019-10-20,27.807165
789,2019-10-17,27.671997
790,2019-10-16,27.671057
791,2019-10-15,27.886057
792,2019-10-14,27.979548
793,2019-10-13,27.835417
794,2019-10-10,27.106031
795,2019-10-09,27.9141
796,2019-10-08,28.638523
797,2019-10-07,28.447653
798,2019-10-06,28.392416
799,2019-10-03,28.521112
800,2019-10-02,28.734032
801,2019-10-01,28.514439
802,2019-09-30,27.63894
803,2019-09-29,27.107452
804,2019-09-26,26.812735
805,2019-09-25,26.723986
806,2019-09-24,26.634802
807,2019-09-23,26.742886
808,2019-09-22,25.983969
809,2019-09-19,25.947668
810,2019-09-18,25.776707
811,2019-09-17,25.942179
812,2019-09-16,25.364004
813,2019-09-15,23.89666
814,2019-09-12,27.181404
815,2019-09-11,27.204573
816,2019-09-10,26.805382
817,2019-09-09,25.963415
818,2019-09-08,25.967155
819,2019-09-05,26.648973
820,2019-09-04,26.91652
821,2019-09-03,27.555992
822,2019-09-02,28.659622
823,2019-08-29,27.569874
824,2019-08-28,26.917652
825,2019-08-27,27.569023
826,2019-08-26,28.053886
827,2019-08-25,28.454514
828,2019-08-22,28.18165
829,2019-08-21,27.051493
830,2019-08-20,27.02227
831,2019-08-19,26.705715
832,2019-08-18,26.69276
833,2019-08-15,27.565155
834,2019-08-14,27.897924
835,2019-08-13,27.44704
836,2019-08-12,26.308231
837,2019-08-11,27.403969
838,2019-08-08,27.46055
839,2019-08-07,28.5059
840,2019-08-06,29.502838
841,2019-08-05,27.454782
842,2019-08-04,26.780033
843,2019-08-01,25.971972
844,2019-07-31,26.337349
845,2019-07-30,24.344484
846,2019-07-29,24.628767
847,2019-07-28,24.962194
848,2019-07-25,25.240213
849,2019-07-24,25.2392
850,2019-07-23,25.461704
851,2019-07-22,25.014973
852,2019-07-21,25.352188
853,2019-07-18,25.617472
854,2019-07-17,25.788427
855,2019-07-16,25.031702
856,2019-07-15,24.456785
857,2019-07-14,23.689157
858,2019-07-11,23.416376
859,2019-07-10,23.327244
860,2019-07-09,23.334436
861,2019-07-08,24.165657
862,2019-07-07,24.228235
863,2019-07-04,24.286211
864,2019-07-03,24.72445
865,2019-07-01,24.970667
866,2019-06-30,23.448977
867,2019-06-27,24.109798
868,2019-06-26,23.69847
869,2019-06-25,23.772312
870,2019-06-24,24.46654
871,2019-06-23,24.426598
872,2019-06-20,24.311335
873,2019-06-19,24.58782
874,2019-06-18,25.011162
875,2019-06-17,24.983301
876,2019-06-16,25.778933
877,2019-06-13,25.520853
878,2019-06-12,25.615913
879,2019-06-11,26.044193
880,2019-06-10,24.899569
881,2019-06-09,24.872324
882,2019-06-06,24.841635
883,2019-06-05,25.434492
884,2019-06-04,25.7024
885,2019-06-03,24.7457
886,2019-06-02,24.839436
887,2019-05-30,24.407478
888,2019-05-29,22.7443
889,2019-05-28,21.775208
890,2019-05-27,21.584375
891,2019-05-23,21.882996
892,2019-05-22,22.186152
893,2019-05-21,20.735916
894,2019-05-20,20.193682
895,2019-05-19,20.223455
896,2019-05-16,20.307522
897,2019-05-15,20.439001
898,2019-05-14,20.901323
899,2019-05-13,20.95662
900,2019-05-12,21.299147
901,2019-05-09,20.851442
902,2019-05-08,20.802269
903,2019-05-07,20.595623
904,2019-05-06,20.903908
905,2019-05-05,20.589558
906,2019-05-02,20.652245
907,2019-05-01,20.541983
908,2019-04-30,20.1478
909,2019-04-29,20.071978
910,2019-04-28,20.135433
911,2019-04-25,20.298578
912,2019-04-24,19.564486
913,2019-04-23,19.35802
914,2019-04-22,19.144796
915,2019-04-21,19.383562
916,2019-04-17,19.873438
917,2019-04-16,19.952948
918,2019-04-15,19.86885
919,2019-04-14,20.29653
920,2019-04-11,20.200344
921,2019-04-10,20.267378
922,2019-04-09,20.261568
923,2019-04-08,20.373554
924,2019-04-07,20.141304
925,2019-04-04,20.456562
926,2019-04-03,20.756844
927,2019-04-02,20.651617
928,2019-04-01,20.613613
929,2019-03-31,20.918982
930,2019-03-28,21.499834
931,2019-03-27,21.750423
932,2019-03-26,22.048477
933,2019-03-25,21.926928
934,2019-03-24,22.473648
935,2019-03-21,22.215446
936,2019-03-20,21.77559
937,2019-03-19,21.736586
938,2019-03-18,22.107403
939,2019-03-17,22.005417
940,2019-03-14,22.245386
941,2019-03-13,22.067907
942,2019-03-12,22.4425
943,2019-03-11,22.794092
944,2019-03-10,22.694138
945,2019-03-08,23.1318
946,2019-03-07,22.65796
947,2019-03-06,22.854856
948,2019-03-05,22.666195
949,2019-03-04,22.70366
950,2019-03-01,23.232975
951,2019-02-28,22.943027
952,2019-02-27,23.141903
953,2019-02-26,23.875675
954,2019-02-25,23.898703
955,2019-02-22,23.213413
956,2019-02-21,23.235605
957,2019-02-20,23.59979
958,2019-02-19,23.891958
959,2019-02-15,23.711098
960,2019-02-14,24.072783
961,2019-02-13,24.319109
962,2019-02-12,24.655367
963,2019-02-11,24.937988
964,2019-02-08,24.918436
965,2019-02-07,24.87462
966,2019-02-06,24.24551
967,2019-02-05,24.49124
968,2019-02-04,24.089077
969,2019-02-01,23.830982
970,2019-01-31,24.534298
971,2019-01-30,24.154528
972,2019-01-29,24.539484
973,2019-01-28,25.05097
974,2019-01-25,24.16465
975,2019-01-24,24.07491
976,2019-01-23,24.384264
977,2019-01-22,24.396044
978,2019-01-18,23.815987
979,2019-01-17,24.793547
980,2019-01-16,24.691263
981,2019-01-15,24.682402
982,2019-01-14,25.521679
983,2019-01-11,24.948633
984,2019-01-10,24.428598
985,2019-01-09,24.623758
986,2019-01-08,25.77742
987,2019-01-07,26.521023
988,2019-01-04,26.745203
989,2019-01-03,27.432577
990,2019-01-02,27.52471
991,2018-12-31,28.150188
992,2018-12-28,28.235165
993,2018-12-27,28.632595
994,2018-12-26,27.459972
995,2018-12-24,29.802494
996,2018-12-21,27.501646
997,2018-12-20,27.54141
998,2018-12-19,26.527542
