date,gold/oil,1Y_bond,%50da,%20da,vix,PCR,open,high,low,close,volume,return,12w_return,4w_return,cci,mi,rsi,don
2003-10-30,13.49842,1.32,71.19,62.7,16.329999923706055,0.82,9772.009765625,9838.759765625,9754.009765625,9786.6103515625,239250000,0.0012358730074044644,0.06911106808276157,0.033520270952464015,94.74546139301067,24.755275122642246,60.30269573855368,0.8226439629667066
2003-10-31,13.208519,1.31,71.37,61.95,16.100000381469727,1.12,9786.75,9839.8603515625,9786.75,9801.1201171875,199610000,0.0014826140107522257,0.06695813163337494,0.0330234953255657,100.5947887850443,24.6694251202407,61.11216820859237,0.8612233017782644
2003-11-03,13.044983,1.33,75.0,69.41,16.549999237060547,0.63,9802.4599609375,9896.16015625,9802.3798828125,9858.4599609375,190630000,0.005850335784524097,0.09098168502285486,0.02989355792592252,128.0732977664098,24.612461262200988,64.21739821117973,0.9053805976916837
2003-11-04,13.213913,1.31,74.27,68.53,16.549999237060547,0.61,9857.490234375,9874.830078125,9819.8603515625,9838.830078125,197300000,-0.0019911713280046373,0.08575503420437625,0.025414289291072256,111.39622613107193,24.43613887499816,62.38095317080755,0.8561138030847812
2003-11-05,12.627063,1.35,73.91,67.67,16.860000610351562,0.69,9837.6396484375,9859.33984375,9778.3095703125,9820.830078125,178470000,-0.0018294858084824117,0.07608433377186952,0.01721661677786912,82.08265578188583,24.169606422835045,60.667697324123964,0.8109376646740343
2003-11-06,12.577661,1.38,74.4,69.33,16.739999771118164,0.77,9820.6796875,9870.599609375,9773.1201171875,9856.9697265625,183020000,0.003679897539210941,0.07244841407630265,0.02347333341310054,88.93581343101502,24.05387090007508,62.872463087891845,0.9016404291144918
2003-11-07,12.424635,1.4,74.07,69.54,16.93000030517578,0.78,9857.1201171875,9903.5703125,9798.6103515625,9809.7900390625,199350000,-0.004786429177403351,0.06427448830680427,0.013407039515431762,86.27399762856757,23.92428302213697,58.27958072078611,0.7689290672800903
2003-11-10,12.51943,1.39,70.47,61.97,17.6200008392334,0.91,9807.490234375,9824.3798828125,9736.900390625,9756.5302734375,172460000,-0.00542924623390717,0.04795573000936382,0.008460288979205588,19.251864276448035,23.91419055714802,53.52602373587506,0.6376990839551386
2003-11-11,12.459069,1.39,67.47,57.48,17.540000915527344,0.96,9756.5302734375,9761.2001953125,9719.0498046875,9737.7900390625,162750000,-0.001920788830637954,0.05026341117738031,-0.0027231472012682056,-12.135794734089671,23.817323981539772,51.92127126242819,0.5915238780435572
2003-11-12,12.604532,1.39,72.42,67.69,16.75,0.8,9729.5,9859.33984375,9729.419921875,9848.830078125,188850000,0.011403001976533655,0.05781290627566804,0.0036532844928374164,61.73978113682155,23.8913105545237,59.642054982983545,0.8651221994701521
2003-11-13,12.354233,1.33,73.17,68.42,16.469999313354492,0.78,9846.9697265625,9852.900390625,9792.009765625,9837.9404296875,205640000,-0.0011056793904574702,0.05538158597885423,0.003559160230249603,72.92501431024425,23.860364653044773,58.64739178340138,0.8382905308344021
2003-11-14,12.289157,1.31,69.01,61.59,16.940000534057617,0.69,9836.4599609375,9892.9697265625,9737.7900390625,9768.6796875,222160000,-0.007040166860382224,0.03784662705199815,-0.0023530125152579906,42.056598031908855,24.050364921391132,52.63489101613862,0.6676347659116776
2003-11-17,12.338481,1.29,64.68,52.98,18.600000381469727,0.84,9765.6396484375,9765.6396484375,9629.8701171875,9710.830078125,204910000,-0.005921947614786149,0.029900590293680196,-0.0011273603825491252,-48.11563602478953,24.258376777215368,48.19093485035581,0.5250955867667971
2003-11-18,11.947116,1.3,61.63,47.86,19.110000610351562,0.76,9711.4404296875,9750.4599609375,9622.3896484375,9624.16015625,229300000,-0.008925078616115023,0.02411813302435295,-0.015727266344413016,-72.46755236538185,24.493177946693695,42.41329215722906,0.3115442827202706
2003-11-19,11.995748,1.32,64.36,51.5,18.799999237060547,0.87,9620.6796875,9707.6396484375,9614.240234375,9690.4599609375,192500000,0.006888892496707211,0.028309565083304955,-0.005866003418495858,-71.06422615964311,24.67277172298733,47.58972186313209,0.4749044132332028
2003-11-20,11.9811325,1.28,61.27,45.17,19.479999542236328,0.8,9688.4599609375,9726.08984375,9613.7197265625,9619.419921875,205970000,-0.007330925399709032,0.028939305102774426,0.0022066219414000887,-93.57550430650306,24.83044645054809,43.1173700581666,0.2998645302713485
2003-11-21,12.52768,1.29,62.47,46.44,18.979999542236328,0.8,9622.01953125,9650.3095703125,9585.5,9628.5302734375,209010000,0.0009470791000383283,0.03336581331004074,0.0016020162853032094,-132.5411223632098,24.85922045400435,43.846187351676285,0.13788733558421365
2003-11-24,13.164089,1.33,69.65,59.54,17.440000534057617,0.65,9629.8701171875,9749.349609375,9629.8701171875,9747.7900390625,192330000,0.012386082012330046,0.04361030092044427,0.01725340661990349,-55.709216277041655,24.957864618742484,52.4372930743238,0.5102332178910913
2003-11-25,13.137386,1.32,71.45,64.0,16.709999084472656,0.62,9748.6796875,9795.2099609375,9723.7900390625,9763.9404296875,172500000,0.001656825861070077,0.046085286772553635,0.016213330221828803,-3.764078811831133,25.06351638573161,53.475362910805885,0.5610093827524378
2003-11-26,13.048339,1.35,72.61,68.15,16.229999542236328,0.72,9763.490234375,9794.6796875,9706.009765625,9779.5703125,162210000,0.0016007761338829862,0.04324208154624687,0.003206785952171831,-4.641025567451662,25.00816248109069,54.51010547074278,0.6101490924274802
2003-11-28,13.048339,1.39,73.73,69.6,16.31999969482422,0.69,9779.7197265625,9804.98046875,9764.830078125,9782.4599609375,79160000,0.0002954780573340976,0.03893868364828146,0.0008112602118128809,22.88900142662514,24.919666574741377,54.71065393389888,0.6192340284430035
2003-12-01,13.445743,1.41,77.13,76.01,16.770000457763672,0.71,9785.349609375,9902.23046875,9785.349609375,9899.0498046875,227650000,0.01191825412171954,0.03945916601482313,0.01148911104926631,103.76632690769021,24.888051519794733,61.99155184502306,0.98578770908555
2003-12-02,13.11566,1.38,76.74,74.26,16.270000457763672,0.71,9899.6396484375,9900.4501953125,9837.26953125,9853.6396484375,257640000,-0.004587324758028477,0.029804136576233153,0.005358523375088575,103.9829623193385,24.842480820913945,58.07541235062303,0.8430200427381918
2003-12-03,12.987138,1.39,73.54,68.32,16.6299991607666,0.86,9851.9404296875,9942.009765625,9851.419921875,9873.419921875,222570000,0.0020074078354017644,0.029779150764768003,0.0015174744327994816,124.61416414965278,24.735867197376326,59.28204637232255,0.8076073915401598
2003-12-04,12.901471,1.38,73.19,66.71,16.299999237060547,0.71,9874.830078125,9933.8603515625,9865.7802734375,9930.8203125,267840000,0.005813628011285932,0.04498213004885199,0.00934971268377982,133.23901889452736,24.68236968402622,62.642172781900825,0.9686138944738759
2003-12-05,13.224862,1.3,70.89,62.53,17.09000015258789,0.84,9923.26953125,9923.419921875,9846.3095703125,9862.6796875,201640000,-0.006861530352556211,0.02883176362401496,0.004261310809991148,96.07663864645326,24.64433966400145,56.66419440786088,0.777481332142681
2003-12-08,12.666667,1.33,71.78,66.0,16.540000915527344,0.93,9862.009765625,9970.16015625,9859.5703125,9965.26953125,192730000,0.010401822526997728,0.048181307485599234,0.010987129685064767,133.93562995463773,24.734413669491506,62.47100198579778,0.9872858550059407
2003-12-09,12.852645,1.35,67.2,58.03,17.6299991607666,0.73,9966.4501953125,10003.1201171875,9916.900390625,9923.419921875,231390000,-0.004199546158160983,0.053390170227680445,0.01158331446035299,127.56774897222931,24.789480477987862,58.99804121897222,0.8091562354580807
2003-12-10,12.741531,1.33,63.5,51.94,17.8700008392334,0.81,9922.3798828125,9958.3798828125,9882.3798828125,9921.8603515625,220980000,-0.0001571605681084387,0.04884908257572107,0.016945581419976374,94.93401807049358,24.870389207421212,58.866703534207595,0.8054218121189871
2003-12-11,12.703297,1.27,68.45,62.49,16.729999542236328,0.67,9922.4501953125,10026.5302734375,9920.9697265625,10008.16015625,208630000,0.008697945912321758,0.056654968049360876,0.02776503868977742,125.71540911938503,24.973050563799923,63.684351908594124,0.9583472648162705
2003-12-12,12.391041,1.28,70.3,66.17,16.40999984741211,0.75,10008.75,10052.0703125,9976.7900390625,10042.16015625,176900000,0.003397227809026182,0.06279633233394466,0.019629750598946893,132.21663819133562,24.99901447132699,65.40355372551727,0.9787595653120343
2003-12-15,12.332731,1.3,64.55,55.75,17.229999542236328,0.71,10046.5302734375,10139.6298828125,10021.6396484375,10022.8203125,247020000,-0.0019258648984963322,0.047607848805282016,0.018792539366735417,134.93904689997314,25.038234390207304,63.56033048978658,0.7892018208445462
2003-12-16,12.395865,1.28,64.62,56.43,15.930000305175781,0.68,10023.33984375,10137.6298828125,10023.33984375,10129.5595703125,233730000,0.010649623008743392,0.06117018283646458,0.0369425443721203,140.43771913732877,25.108241176889198,68.78847393389415,0.981826801238569
2003-12-17,12.353824,1.26,64.53,55.64,15.579999923706055,0.69,10128.75,10146.3798828125,10094.75,10145.259765625,179180000,0.0015499385934323318,0.05032853773687429,0.044736617158878556,145.70633978000293,25.168994006862235,69.48204981903562,0.9980029285737916
2003-12-18,12.174429,1.24,69.29,62.81,16.15999984741211,0.65,10141.41015625,10254.080078125,10137.33984375,10248.080078125,218010000,0.010134813191120529,0.06254753806487767,0.06482850573406362,171.218321191402,25.17331187072878,73.61692941810963,0.9910257571287097
2003-12-19,12.392489,1.25,68.82,60.18,16.420000076293945,0.81,10249.48046875,10293.1904296875,10230.080078125,10278.2197265625,279780000,0.0029410043840147893,0.07790011736680502,0.06065344348919188,175.34957191774683,25.174801663985214,74.69908016872189,0.9788456894469935
2003-12-22,12.88359,1.27,69.82,61.39,16.940000534057617,0.98,10276.48046875,10338.0,10255.259765625,10338.0,165730000,0.005816208937721612,0.07956942095368436,0.07470097822540378,168.59308671710335,25.03615082186005,76.73719610010946,1.0
2003-12-23,12.86385,1.31,72.55,65.79,16.489999771118164,0.76,10337.5595703125,10375.9296875,10296.150390625,10341.259765625,151090000,0.0003153187874831431,0.09715654885211156,0.07402266721367923,155.1192396629684,24.84946460869711,76.84672234923497,0.9482476625296283
2003-12-24,12.547169,1.28,71.52,65.29,16.65999984741211,0.73,10341.41015625,10341.48046875,10305.1201171875,10305.1904296875,86180000,-0.0034879054152954225,0.10287185227338647,0.05718223191013738,126.98795631778195,24.574557754963095,72.7643620157467,0.8944063976862906
2003-12-26,12.547169,1.27,71.74,66.79,17.450000762939453,0.57,10305.849609375,10343.0400390625,10304.8203125,10324.669921875,49520000,0.0018902602839228067,0.10862033132583804,0.0574286064346099,114.34085208456563,24.307937748417164,73.58062972406606,0.9161188047928459
2003-12-29,12.802468,1.31,75.59,74.34,17.09000015258789,0.52,10321.349609375,10450.0,10321.349609375,10450.0,156400000,0.012138894422131674,0.11404396251012194,0.06855410473843349,130.74825720235867,24.204711487832707,78.12354271329576,1.0
2003-12-30,12.714242,1.28,76.38,76.93,17.68000030517578,0.59,10449.7001953125,10456.0703125,10405.849609375,10425.0400390625,132800000,-0.002388513008373172,0.12398631620985423,0.06568696224578452,122.40804650893081,24.131214532926347,75.3448606020132,0.9498541786343293
2003-12-31,12.782903,1.26,74.4,73.62,18.309999465942383,1.25,10426.2998046875,10462.4404296875,10407.0400390625,10453.919921875,138670000,0.0027702419083559526,0.10399185847290049,0.05605286650085861,112.52317417037905,24.000084603186753,76.39118726403439,0.9861709445601489
2004-01-02,12.782903,1.31,75.79,74.2,18.219999313354492,0.77,10452.740234375,10527.0302734375,10384.2998046875,10409.849609375,168890000,-0.0042156734344006574,0.09718267919522883,0.056447158692849,100.56979194866241,24.092787554330954,71.41084286983934,0.8278579400853301
2004-01-05,12.563647,1.35,78.87,78.77,17.489999771118164,0.68,10411.849609375,10544.0703125,10411.849609375,10544.0703125,221290000,0.012893625572085288,0.10151789754076823,0.06792483211811384,111.27773706981586,24.27029580380441,76.44720195190789,1.0
2004-01-06,12.545994,1.3,79.63,78.58,16.729999542236328,0.57,10543.849609375,10549.1796875,10499.849609375,10538.66015625,191460000,-0.0005130994093984764,0.09835139222778833,0.06120741536174079,112.68285748687772,24.417750379622515,75.86704767107035,0.9847456667044296
2004-01-07,12.549078,1.29,80.67,79.02,15.5,0.69,10535.4599609375,10539.4599609375,10466.2900390625,10529.0302734375,225490000,-0.000913767278736044,0.09057019289582047,0.06756283353519388,98.83316488896611,24.458159459135423,74.7792234236747,0.9697819136705609
2004-01-08,12.477928,1.29,82.25,80.28,15.609999656677246,0.65,10530.0703125,10592.58984375,10530.0703125,10592.4404296875,237770000,0.006022411808423556,0.09983905969980666,0.06293566837010878,114.89363336945989,24.498991518274327,77.10694876993185,0.9997896198719843
2004-01-09,12.427863,1.21,80.6,75.79,16.75,0.65,10589.25,10589.25,10448.669921875,10458.8896484375,223250000,-0.012608122003282318,0.08046271663675442,0.0539602002916475,81.05421515895165,24.641534966362194,63.75969787595914,0.8009288407375472
2004-01-12,12.278225,1.21,81.74,78.29,16.81999969482422,0.79,10461.5498046875,10491.6298828125,10444.150390625,10485.1796875,197960000,0.002513654885576422,0.08377538339043844,0.056775575948192936,63.42373542112351,24.705682322794726,65.04252417334217,0.8255761768152761
2004-01-13,12.3061285,1.18,80.64,75.85,18.040000915527344,0.61,10485.1796875,10509.849609375,10367.41015625,10427.1796875,197310000,-0.0055316171709622886,0.06787935461771366,0.04186778835551763,38.12495469428078,24.880382404463333,59.99677779883854,0.7102896932026347
2004-01-14,12.223188,1.19,82.0,78.2,16.75,0.66,10428.669921875,10548.509765625,10428.669921875,10538.3701171875,186280000,0.010663519093355056,0.07392144015241287,0.049412671498638705,71.69402802025225,25.01083826008935,65.51919841382562,0.9047523468379447
2004-01-15,12.212919,1.18,82.0,75.81,15.5600004196167,0.58,10534.51953125,10592.740234375,10477.1796875,10553.849609375,260090000,0.0014688696653626376,0.07658839031180809,0.052982023055199834,91.06405413672984,25.14230737531545,66.21837839355092,0.9219048440803072
2004-01-16,11.596807,1.21,82.39,75.3,15.0,0.51,10556.3701171875,10600.740234375,10542.51953125,10600.509765625,254170000,0.0044211503836999455,0.08259938618018792,0.04649266259243401,117.52594270213635,25.189927290487837,68.30469731658744,0.9995026574110368
2004-01-20,11.400553,1.21,84.18,78.08,15.210000038146973,0.6,10601.400390625,10616.9599609375,10519.490234375,10528.66015625,224300000,-0.006777939076853756,0.08299604434424812,0.03779108662392949,90.83582706350217,25.196410260798594,61.95915696607314,0.771764290131637
2004-01-21,11.888374,1.19,84.64,78.86,14.34000015258789,0.67,10522.76953125,10643.5498046875,10490.9599609375,10623.6201171875,214920000,0.00901918758210929,0.08648852931568007,0.036644916530668814,109.0669815185312,25.323791816728214,66.40174064223751,0.948673194017238
2004-01-22,11.7377615,1.19,83.73,75.49,14.710000038146973,0.92,10624.2197265625,10660.8798828125,10607.400390625,10623.1796875,219720000,-4.1457590034488234e-05,0.08982072282522724,0.033562228684993256,138.23234817881638,25.279616659220586,66.36302981692754,0.8966351882147247
2004-01-23,11.674299,1.21,84.32,75.97,14.84000015258789,0.77,10625.25,10643.48046875,10523.849609375,10568.2900390625,234260000,-0.005166969782323005,0.10106538084068561,0.022276072650657675,84.61938895768904,25.246387704961975,61.54731638844287,0.7399596823960176
2004-01-26,11.795764,1.23,85.08,77.34,14.550000190734863,0.58,10568.0,10705.1796875,10561.849609375,10702.509765625,186170000,0.012700231169507692,0.11332208095515517,0.03493288131111627,151.96098537617485,25.368965189454723,67.71647530978181,0.9933311868243375
2004-01-27,12.016413,1.21,83.03,72.01,15.350000381469727,0.87,10701.099609375,10701.76953125,10609.919921875,10609.919921875,206560000,-0.008651227214703017,0.10722298502951211,0.029570486277441965,124.69274733596714,25.38735518808077,60.505027704796255,0.7518178718813765
2004-01-28,12.328971,1.26,77.38,58.85,16.780000686645508,0.85,10610.0703125,10658.4296875,10437.7802734375,10468.3701171875,247660000,-0.013341269842730874,0.08952910306953443,0.013918139407831376,-11.698019375456528,25.627877266522813,51.479138735556226,0.29890191860666826
2004-01-29,12.145687,1.29,73.9,51.02,17.139999389648438,0.8,10467.41015625,10522.58984375,10417.849609375,10510.2900390625,273970000,0.004004436355013352,0.0781653950619845,0.00576938172846897,-62.951553870563096,25.788580021923448,53.682760551729174,0.4230099804554233
2004-01-30,12.169441,1.28,73.0,50.81,16.6299991607666,0.8,10510.2197265625,10510.8095703125,10438.9599609375,10488.0703125,208990000,-0.0021140926158953466,0.07299993136259042,0.006046046173571185,-73.03043526005584,25.853500977165957,52.32622586681738,0.35722628919034566
2004-02-02,11.397943,1.29,71.69,49.77,17.110000610351562,0.72,10487.7802734375,10568.9599609375,10434.669921875,10499.1796875,224800000,0.001059239180229321,0.07281063722167436,0.0043294540194720454,-51.759037911740116,26.02698554218899,52.966169920152986,0.3901166892181013
2004-02-03,11.706746,1.27,71.01,48.39,17.34000015258789,0.69,10499.48046875,10528.9599609375,10457.1103515625,10505.1796875,183810000,0.0005714732177737325,0.07183460276931442,0.009157680629616971,-56.64845617467215,26.176724280035057,53.33053904114673,0.4078802807942731
2004-02-04,12.114804,1.27,62.9,37.5,17.8700008392334,0.81,10503.1103515625,10524.2197265625,10447.1796875,10470.740234375,227760000,-0.00327833070442185,0.06210709135742887,-0.006954627193453633,-72.34443613249032,26.13238286630119,50.893388982898124,0.3059188842244041
2004-02-05,12.034461,1.29,63.62,37.75,17.709999084472656,0.76,10469.330078125,10522.51953125,10453.5498046875,10495.5498046875,187810000,0.0023694189481515693,0.06674774554980956,-0.0040906861900212865,-57.16462961535388,26.105630007246063,52.57475983754836,0.3793700632596653
2004-02-06,12.426108,1.26,70.8,51.25,16.0,0.63,10494.8896484375,10593.400390625,10464.51953125,10593.0302734375,182880000,0.009287790593539347,0.07862881132955413,0.006078432518278332,20.87355844313204,26.173908869698867,58.57621276135626,0.6679706021811285
2004-02-09,12.391105,1.25,70.8,52.59,16.389999389648438,0.71,10592.0,10618.509765625,10564.4404296875,10579.0302734375,160720000,-0.0013216237128204078,0.07325380587597796,-0.0012660119581522356,62.30200488152591,26.006478783853858,57.45174959487137,0.6265222218367276
2004-02-10,11.998819,1.27,73.74,59.04,15.9399995803833,0.72,10578.740234375,10626.66015625,10559.259765625,10613.849609375,160590000,0.00329135422033211,0.08196501322767791,0.01481610057532734,70.96669906918721,25.739832417799036,59.532442878447384,0.7296082989279395
2004-02-11,12.064706,1.23,75.12,62.77,15.390000343322754,0.68,10605.48046875,10746.8798828125,10572.58984375,10737.7001953125,277850000,0.011668771510395803,0.1005654566097407,0.024083565121305828,161.77233092216517,25.75239616029964,65.91694627978961,0.9721007814749189
2004-02-12,12.174809,1.24,73.11,58.62,15.3100004196167,0.56,10735.1796875,10735.2900390625,10688.3603515625,10694.0703125,197560000,-0.004063242781871201,0.09820300803379878,0.025595667572502423,160.04857233980053,25.693061671646852,62.19438402503622,0.8394993574275733
2004-02-13,11.872106,1.21,69.87,52.97,15.579999923706055,0.76,10696.2197265625,10734.6904296875,10604.1396484375,10627.849609375,244990000,-0.006192282376112357,0.07909767201489859,0.00849082839115356,91.19260435241625,25.745206826153936,56.93850484640451,0.6382391437907915
2004-02-17,11.831627,1.21,73.18,60.91,15.399999618530273,0.88,10628.8798828125,10735.25,10628.740234375,10714.8798828125,169730000,0.008188888311021048,0.08913852034300795,0.015257965519468453,116.64679966444473,25.6777895887455,61.53872979401215,0.9027445114223556
2004-02-18,11.630465,1.23,70.96,58.17,15.59000015258789,0.78,10706.6796875,10720.509765625,10646.9599609375,10671.990234375,164370000,-0.004002811875315371,0.09247007536042728,0.006743116164261709,92.25908214938282,25.66157814753966,58.236897463379066,0.772392832868841
2004-02-19,11.383333,1.23,66.52,51.2,15.800000190734863,0.72,10674.58984375,10753.6298828125,10656.58984375,10664.73046875,219890000,-0.0006802635183844608,0.09823057173802208,0.012923801365098297,91.84295835784182,25.53764333625163,57.672828072846215,0.7352452746779743
2004-02-20,11.16573,1.26,63.65,47.32,16.040000915527344,0.86,10666.2900390625,10688.2197265625,10580.66015625,10619.0302734375,220560000,-0.00428517114862037,0.10337214894968505,-0.0004320414039066245,35.3454578782186,25.413178169620284,54.119247309365676,0.5991437853181285
2004-02-23,11.615721,1.22,58.02,40.11,16.290000915527344,0.62,10619.5498046875,10644.9599609375,10560.4404296875,10609.6201171875,229950000,-0.0008861596593747745,0.09485206687351888,-0.0012764135326125414,12.075605565101704,25.2655814615695,53.389762267645295,0.5711190411791566
2004-02-24,11.697513,1.23,56.64,40.97,15.899999618530273,0.76,10609.5498046875,10637.1103515625,10521.7001953125,10566.3701171875,225670000,-0.004076489028097763,0.09844150718060374,-0.00018166816655329487,-11.809258507450526,25.257436236542663,50.050525271657875,0.44231457164545035
2004-02-25,11.093049,1.23,58.93,47.45,14.930000305175781,0.77,10566.58984375,10615.5595703125,10560.0703125,10601.6201171875,192420000,0.0033360557702462046,0.10106317538767984,-0.009426727996226014,6.962037288855129,25.171859438273305,52.64989408471699,0.5472939369879507
2004-02-26,11.146156,1.23,60.57,51.76,14.829999923706055,0.64,10598.1396484375,10612.1396484375,10539.330078125,10580.1396484375,223230000,-0.0020261496368064735,0.08538854509991589,-0.0028068330069203062,-10.95251485464315,24.974915433268777,50.91121373528473,0.4833221362323646
2004-02-27,10.962389,1.21,62.38,56.76,14.550000190734863,0.72,10581.5498046875,10652.3603515625,10563.6298828125,10583.919921875,200050000,0.0003572990114604213,0.08398038661669127,0.011037993822723635,6.733063473506106,24.9073988609966,51.21653638272871,0.4679270700978216
2004-03-01,10.832881,1.23,66.76,65.61,14.4399995803833,0.74,10582.25,10695.5498046875,10582.2197265625,10678.1396484375,185030000,0.008902157920503972,0.0918822920868998,0.015970026398050896,57.32468799370548,24.857614217563665,58.19566707799991,0.7633237910077614
2004-03-02,10.733769,1.26,63.92,60.6,14.859999656677246,0.71,10678.3603515625,10678.3603515625,10568.8798828125,10591.48046875,215580000,-0.008115569054220062,0.08270113151937375,0.009859788613998166,6.050495852005196,24.777820812401767,50.97258171140051,0.4708784117525215
2004-03-03,10.960894,1.26,63.42,59.81,14.550000190734863,0.71,10588.58984375,10610.0,10550.1396484375,10593.1103515625,188800000,0.00015388621234868616,0.07011385542745141,0.00894647647323632,-37.819550702466394,24.680328485250904,51.095525666918036,0.47619700132247733
2004-03-04,10.723253,1.25,65.77,64.07,14.399999618530273,0.71,10593.48046875,10603.25,10562.740234375,10588.0,161050000,-0.00048242219639915707,0.07452681219968782,0.007883759722696393,-48.64413945022608,24.34390413158884,50.66651482252166,0.4480477216368027
2004-03-05,10.770263,1.16,67.22,66.78,14.479999542236328,0.79,10582.58984375,10651.330078125,10524.58984375,10595.5498046875,266500000,0.0007130529549961295,0.07313877952385983,0.011919842104644696,-52.02431502803626,24.199671777959214,51.316844747623605,0.4532188928184186
2004-03-08,10.954334,1.15,63.82,59.77,15.789999961853027,0.82,10595.3701171875,10634.2900390625,10526.8896484375,10529.48046875,199300000,-0.006235574100012298,0.06028305189415839,0.0032328619933132963,-97.95700856676983,24.19367437798853,45.64604857224368,0.03354582814026341
2004-03-09,11.141126,1.15,59.58,54.39,16.600000381469727,0.97,10529.51953125,10529.7001953125,10424.0703125,10456.9599609375,246270000,-0.00688737758978053,0.06025545716451619,-0.01284526797220642,-216.4331024159875,24.182257349192547,40.37236722031467,0.09979879633388548
2004-03-10,11.080333,1.17,52.18,41.78,18.670000076293945,0.91,10457.58984375,10473.8603515625,10284.669921875,10296.8896484375,259000000,-0.015307538051015812,0.03327758633598177,-0.026669800322664416,-301.1812401006314,24.39440097613882,31.673834838234043,0.026057078600210323
2004-03-11,10.894508,1.15,44.4,32.27,20.670000076293945,1.2,10288.849609375,10321.41015625,10120.3798828125,10128.3798828125,292050000,-0.01636511328938739,0.020654165857245443,-0.04573926939135209,-345.19610576012303,24.735471837673614,25.455865197185872,0.012633241215949467
2004-03-12,10.922907,1.18,51.14,43.76,18.299999237060547,1.05,10130.669921875,10241.1904296875,10130.669921875,10240.080078125,223350000,0.011028436591527413,0.032072586721338725,-0.046343267937834054,-233.0609641426483,25.018726168120676,34.618425866588964,0.18902518012238453
2004-03-15,10.667735,1.18,42.59,31.63,21.1299991607666,1.05,10238.4501953125,10241.1103515625,10092.4697265625,10102.8896484375,219150000,-0.013397398129783022,0.009465225446891212,-0.05528116486867363,-199.04613353966062,25.21999580165004,29.77732977887088,0.015760057191135372
2004-03-16,10.736393,1.17,42.53,33.17,20.34000015258789,1.06,10103.41015625,10221.1103515625,10103.41015625,10184.669921875,194560000,0.00809474083982975,0.014191146467257276,-0.0416998455745049,-149.37054007919897,25.433622209183376,35.562113170718675,0.13945213491908753
2004-03-17,10.657412,1.18,49.0,44.34,18.110000610351562,0.81,10184.669921875,10326.51953125,10184.2998046875,10300.2998046875,181210000,0.011353326489663251,0.027684771704570954,-0.038691994932208096,-89.75499612886745,25.66317610624464,42.743976777864084,0.31434150433955466
2004-03-18,10.838387,1.17,47.17,42.17,18.530000686645508,0.8,10298.9599609375,10328.8203125,10214.150390625,10295.7802734375,218820000,-0.0004387766701647866,0.01640946992524306,-0.0352520900671095,-74.96657814771073,25.68486231449959,42.54438341808664,0.33712031660389213
