time,open,high,low,close
2002-02-21T14:30:00Z,44.99,44.99,44.99,44.99
2002-02-22T14:30:00Z,47.91,47.91,47.91,47.91
2002-02-25T14:30:00Z,50.54,50.54,50.54,50.54
2002-02-26T14:30:00Z,51.25,51.25,51.25,51.25
2002-02-27T14:30:00Z,51.51,51.51,51.51,51.51
2002-02-28T14:30:00Z,51.28,51.28,51.28,51.28
2002-03-01T14:30:00Z,56.51,56.51,56.51,56.51
2002-03-04T14:30:00Z,62.47,62.47,62.47,62.47
2002-03-05T14:30:00Z,62.76,62.76,62.76,62.76
2002-03-06T14:30:00Z,66.59,66.59,66.59,66.59
2002-03-07T14:30:00Z,66.07,66.07,66.07,66.07
2002-03-08T14:30:00Z,67.44,67.44,67.44,67.44
2002-03-11T14:30:00Z,69.45,69.45,69.45,69.45
2002-03-12T14:30:00Z,66.15,66.15,66.15,66.15
2002-03-13T14:30:00Z,63.47,63.47,63.47,63.47
2002-03-14T14:30:00Z,64.6,64.6,64.6,64.6
2002-03-15T14:30:00Z,65.36,65.36,65.36,65.36
2002-03-18T14:30:00Z,66.53,66.53,66.53,66.53
2002-03-19T14:30:00Z,66.95,66.95,66.95,66.95
2002-03-20T14:30:00Z,64.4,64.4,64.4,64.4
2002-03-21T14:30:00Z,66.27,66.27,66.27,66.27
2002-03-22T14:30:00Z,65.32,65.32,65.32,65.32
2002-03-25T14:30:00Z,62.38,62.38,62.38,62.38
2002-03-26T14:30:00Z,64.09,64.09,64.09,64.09
2002-03-27T14:30:00Z,65.78,65.78,65.78,65.78
2002-03-28T14:30:00Z,67.32,67.32,67.32,67.32
2002-04-01T14:30:00Z,66.13,66.13,66.13,66.13
2002-04-02T14:30:00Z,63.84,63.84,63.84,63.84
2002-04-03T14:30:00Z,61.34,61.34,61.34,61.34
2002-04-04T14:30:00Z,62.03,62.03,62.03,62.03
2002-04-05T14:30:00Z,62.09,62.09,62.09,62.09
2002-04-08T13:30:00Z,62.31,62.31,62.31,62.31
2002-04-09T13:30:00Z,61.45,61.45,61.45,61.45
2002-04-10T13:30:00Z,64.66,64.66,64.66,64.66
2002-04-11T13:30:00Z,60.53,60.53,60.53,60.53
2002-04-12T13:30:00Z,64.28,64.28,64.28,64.28
2002-04-15T13:30:00Z,63.13,63.13,63.13,63.13
2002-04-16T13:30:00Z,69.36,69.36,69.36,69.36
2002-04-17T13:30:00Z,68.74,68.74,68.74,68.74
2002-04-18T13:30:00Z,68.38,68.38,68.38,68.38
2002-04-19T13:30:00Z,68.03,68.03,68.03,68.03
2002-04-22T13:30:00Z,63.82,63.82,63.82,63.82
2002-04-23T13:30:00Z,62.93,62.93,62.93,62.93
2002-04-24T13:30:00Z,61.04,61.04,61.04,61.04
2002-04-25T13:30:00Z,60.4,60.4,60.4,60.4
2002-04-26T13:30:00Z,56.2,56.2,56.2,56.2
2002-04-29T13:30:00Z,54.19,54.19,54.19,54.19
2002-04-30T13:30:00Z,58.57,58.57,58.57,58.57
2002-05-01T13:30:00Z,59.32,59.32,59.32,59.32
2002-05-02T13:30:00Z,59.47,59.47,59.47,59.47
2002-05-03T13:30:00Z,59.3,59.3,59.3,59.3
2002-05-06T13:30:00Z,54.8,54.8,54.8,54.8
2002-05-07T13:30:00Z,52.89,52.89,52.89,52.89
2002-05-08T13:30:00Z,57.67,57.67,57.67,57.67
2002-05-09T13:30:00Z,52.87,52.87,52.87,52.87
2002-05-10T13:30:00Z,48.35,48.35,48.35,48.35
2002-05-13T13:30:00Z,51.08,51.08,51.08,51.08
2002-05-14T13:30:00Z,57.48,57.48,57.48,57.48
2002-05-15T13:30:00Z,57.4,57.4,57.4,57.4
2002-05-16T13:30:00Z,56.31,56.31,56.31,56.31
2002-05-17T13:30:00Z,56.95,56.95,56.95,56.95
2002-05-20T13:30:00Z,53.42,53.42,53.42,53.42
2002-05-21T13:30:00Z,49.19,49.19,49.19,49.19
2002-05-22T13:30:00Z,48.93,48.93,48.93,48.93
2002-05-23T13:30:00Z,52.08,52.08,52.08,52.08
2002-05-24T13:30:00Z,48.15,48.15,48.15,48.15
2002-05-28T13:30:00Z,47.12,47.12,47.12,47.12
2002-05-29T13:30:00Z,44.17,44.17,44.17,44.17
2002-05-30T13:30:00Z,43.89,43.89,43.89,43.89
2002-05-31T13:30:00Z,45.07,45.07,45.07,45.07
2002-06-03T13:30:00Z,38.07,38.07,38.07,38.07
2002-06-05T13:30:00Z,36.75,36.75,36.75,36.75
2002-06-06T13:30:00Z,32.55,32.55,32.55,32.55
2002-06-07T13:30:00Z,33.58,33.58,33.58,33.58
2002-06-10T13:30:00Z,33.04,33.04,33.04,33.04
2002-06-11T13:30:00Z,31.31,31.31,31.31,31.31
2002-06-12T13:30:00Z,30.47,30.47,30.47,30.47
2002-06-13T13:30:00Z,27.36,27.36,27.36,27.36
2002-06-14T13:30:00Z,27.02,27.02,27.02,27.02
2002-06-17T13:30:00Z,32.58,32.58,32.58,32.58
2002-06-18T13:30:00Z,32.61,32.61,32.61,32.61
2002-06-19T13:30:00Z,29.3,29.3,29.3,29.3
2002-06-20T13:30:00Z,29.06,29.06,29.06,29.06
2002-06-21T13:30:00Z,29.83,29.83,29.83,29.83
2002-06-24T13:30:00Z,28.27,28.27,28.27,28.27
2002-06-25T13:30:00Z,27.48,27.48,27.48,27.48
2002-06-26T13:30:00Z,25.99,25.99,25.99,25.99
2002-06-27T13:30:00Z,30.57,30.57,30.57,30.57
2002-06-28T13:30:00Z,35.31,35.31,35.31,35.31
2002-07-01T13:30:00Z,30.84,30.84,30.84,30.84
2002-07-02T13:30:00Z,24.54,24.54,24.54,24.54
2002-07-03T13:30:00Z,22.8,22.8,22.8,22.8
2002-07-05T13:30:00Z,26.17,26.17,26.17,26.17
2002-07-08T13:30:00Z,26.45,26.45,26.45,26.45
2002-07-09T13:30:00Z,26.02,26.02,26.02,26.02
2002-07-10T13:30:00Z,21.43,21.43,21.43,21.43
2002-07-11T13:30:00Z,18.9,18.9,18.9,18.9
2002-07-12T13:30:00Z,18.37,18.37,18.37,18.37
2002-07-15T13:30:00Z,16.31,16.31,16.31,16.31
2002-07-16T13:30:00Z,14.41,14.41,14.41,14.41
2002-07-17T13:30:00Z,17.43,17.43,17.43,17.43
2002-07-18T13:30:00Z,15.08,15.08,15.08,15.08
2002-07-19T13:30:00Z,12.81,12.81,12.81,12.81
2002-07-22T13:30:00Z,10,10,10,10
2002-07-23T13:30:00Z,7.25,7.25,7.25,7.25
2002-07-24T13:30:00Z,9.63,9.63,9.63,9.63
2002-07-25T13:30:00Z,10.41,10.41,10.41,10.41
2002-07-26T13:30:00Z,12.24,12.24,12.24,12.24
2002-07-29T13:30:00Z,20.16,20.16,20.16,20.16
2002-07-30T13:30:00Z,21.13,21.13,21.13,21.13
2002-07-31T13:30:00Z,22.11,22.11,22.11,22.11
2002-08-01T13:30:00Z,19.99,19.99,19.99,19.99
2002-08-02T13:30:00Z,16.42,16.42,16.42,16.42
2002-08-05T13:30:00Z,14.14,14.14,14.14,14.14
2002-08-06T13:30:00Z,18.45,18.45,18.45,18.45
2002-08-07T13:30:00Z,21.31,21.31,21.31,21.31
2002-08-08T13:30:00Z,26.07,26.07,26.07,26.07
2002-08-09T13:30:00Z,26.46,26.46,26.46,26.46
2002-08-13T13:30:00Z,23.32,23.32,23.32,23.32
2002-08-14T13:30:00Z,30.99,30.99,30.99,30.99
2002-08-15T13:30:00Z,34.36,34.36,34.36,34.36
2002-08-16T13:30:00Z,36.99,36.99,36.99,36.99
2002-08-19T13:30:00Z,42.75,42.75,42.75,42.75
2002-08-20T13:30:00Z,40.28,40.28,40.28,40.28
2002-08-21T13:30:00Z,46.94,46.94,46.94,46.94
2002-08-22T13:30:00Z,51.36,51.36,51.36,51.36
2002-08-23T13:30:00Z,46.21,46.21,46.21,46.21
2002-08-26T13:30:00Z,52.76,52.76,52.76,52.76
2002-08-27T13:30:00Z,47.74,47.74,47.74,47.74
2002-08-28T13:30:00Z,42.52,42.52,42.52,42.52
2002-08-29T13:30:00Z,46.81,46.81,46.81,46.81
2002-08-30T13:30:00Z,47.51,47.51,47.51,47.51
2002-09-03T13:30:00Z,37.79,37.79,37.79,37.79
2002-09-04T13:30:00Z,45.04,45.04,45.04,45.04
2002-09-05T13:30:00Z,39.84,39.84,39.84,39.84
2002-09-06T13:30:00Z,47.57,47.57,47.57,47.57
2002-09-09T13:30:00Z,50.27,50.27,50.27,50.27
2002-09-10T13:30:00Z,52.51,52.51,52.51,52.51
2002-09-11T13:30:00Z,53.38,53.38,53.38,53.38
2002-09-12T13:30:00Z,46.1,46.1,46.1,46.1
2002-09-13T13:30:00Z,48.94,48.94,48.94,48.94
2002-09-16T13:30:00Z,47.64,47.64,47.64,47.64
2002-09-17T13:30:00Z,42.97,42.97,42.97,42.97
2002-09-18T13:30:00Z,41.86,41.86,41.86,41.86
2002-09-19T13:30:00Z,34.9,34.9,34.9,34.9
2002-09-20T13:30:00Z,36,36,36,36
2002-09-23T13:30:00Z,31.49,31.49,31.49,31.49
2002-09-24T13:30:00Z,29.27,29.27,29.27,29.27
2002-09-25T13:30:00Z,33.8,33.8,33.8,33.8
2002-09-26T13:30:00Z,39.41,39.41,39.41,39.41
2002-09-27T13:30:00Z,33.8,33.8,33.8,33.8
2002-09-30T13:30:00Z,34.02,34.02,34.02,34.02
2002-10-01T13:30:00Z,39.3,39.3,39.3,39.3
2002-10-02T13:30:00Z,33.97,33.97,33.97,33.97
2002-10-03T13:30:00Z,33.05,33.05,33.05,33.05
2002-10-04T13:30:00Z,27.9,27.9,27.9,27.9
2002-10-07T13:30:00Z,23.2,23.2,23.2,23.2
2002-10-08T13:30:00Z,22.66,22.66,22.66,22.66
2002-10-09T13:30:00Z,16.98,16.98,16.98,16.98
2002-10-10T13:30:00Z,17.04,17.04,17.04,17.04
2002-10-11T13:30:00Z,22.16,22.16,22.16,22.16
2002-10-14T13:30:00Z,23.02,23.02,23.02,23.02
2002-10-15T13:30:00Z,32.83,32.83,32.83,32.83
2002-10-16T13:30:00Z,25.61,25.61,25.61,25.61
2002-10-17T13:30:00Z,35.39,35.39,35.39,35.39
2002-10-18T13:30:00Z,36.47,36.47,36.47,36.47
2002-10-21T13:30:00Z,40.37,40.37,40.37,40.37
2002-10-22T13:30:00Z,36.5,36.5,36.5,36.5
2002-10-23T13:30:00Z,41.44,41.44,41.44,41.44
2002-10-24T13:30:00Z,39.22,39.22,39.22,39.22
2002-10-25T13:30:00Z,44.95,44.95,44.95,44.95
2002-10-28T14:30:00Z,42.69,42.69,42.69,42.69
2002-10-29T14:30:00Z,41.85,41.85,41.85,41.85
2002-10-30T14:30:00Z,45.55,45.55,45.55,45.55
2002-10-31T14:30:00Z,47.12,47.12,47.12,47.12
2002-11-01T14:30:00Z,53.21,53.21,53.21,53.21
2002-11-04T14:30:00Z,56.65,56.65,56.65,56.65
2002-11-05T14:30:00Z,57.44,57.44,57.44,57.44
2002-11-06T14:30:00Z,61.65,61.65,61.65,61.65
2002-11-07T14:30:00Z,57.18,57.18,57.18,57.18
2002-11-08T14:30:00Z,55.99,55.99,55.99,55.99
2002-11-11T14:30:00Z,49.95,49.95,49.95,49.95
2002-11-12T14:30:00Z,53.49,53.49,53.49,53.49
2002-11-13T14:30:00Z,52.66,52.66,52.66,52.66
2002-11-14T14:30:00Z,60.15,60.15,60.15,60.15
2002-11-15T14:30:00Z,61.67,61.67,61.67,61.67
2002-11-18T14:30:00Z,59.45,59.45,59.45,59.45
2002-11-19T14:30:00Z,58.94,58.94,58.94,58.94
2002-11-20T14:30:00Z,64.14,64.14,64.14,64.14
2002-11-21T14:30:00Z,69.31,69.31,69.31,69.31
2002-11-22T14:30:00Z,70.79,70.79,70.79,70.79
2002-11-25T14:30:00Z,72.15,72.15,72.15,72.15
2002-11-26T14:30:00Z,68.88,68.88,68.88,68.88
2002-11-27T14:30:00Z,74.62,74.62,74.62,74.62
2002-11-29T14:30:00Z,74.56,74.56,74.56,74.56
2002-12-02T14:30:00Z,75.15,75.15,75.15,75.15
2002-12-03T14:30:00Z,73.06,73.06,73.06,73.06
2002-12-04T14:30:00Z,72.96,72.96,72.96,72.96
2002-12-05T14:30:00Z,71.9,71.9,71.9,71.9
2002-12-06T14:30:00Z,72.98,72.98,72.98,72.98
2002-12-09T14:30:00Z,67.25,67.25,67.25,67.25
2002-12-10T14:30:00Z,71.1,71.1,71.1,71.1
2002-12-11T14:30:00Z,70.97,70.97,70.97,70.97
2002-12-12T14:30:00Z,69.91,69.91,69.91,69.91
2002-12-13T14:30:00Z,64.22,64.22,64.22,64.22
2002-12-16T14:30:00Z,69.38,69.38,69.38,69.38
2002-12-17T14:30:00Z,66.33,66.33,66.33,66.33
2002-12-18T14:30:00Z,60.25,60.25,60.25,60.25
2002-12-19T14:30:00Z,58.12,58.12,58.12,58.12
2002-12-20T14:30:00Z,60.46,60.46,60.46,60.46
2002-12-23T14:30:00Z,61.39,61.39,61.39,61.39
2002-12-24T14:30:00Z,60.21,60.21,60.21,60.21
2002-12-26T14:30:00Z,60.67,60.67,60.67,60.67
2002-12-27T14:30:00Z,54.34,54.34,54.34,54.34
2002-12-30T14:30:00Z,53.74,53.74,53.74,53.74
2002-12-31T14:30:00Z,55.74,55.74,55.74,55.74
2003-01-02T14:30:00Z,67.21,67.21,67.21,67.21
2003-01-03T14:30:00Z,66.44,66.44,66.44,66.44
2003-01-06T14:30:00Z,73.43,73.43,73.43,73.43
2003-01-07T14:30:00Z,70.05,70.05,70.05,70.05
2003-01-08T14:30:00Z,63.95,63.95,63.95,63.95
2003-01-09T14:30:00Z,68.74,68.74,68.74,68.74
2003-01-10T14:30:00Z,68.51,68.51,68.51,68.51
2003-01-13T14:30:00Z,66.91,66.91,66.91,66.91
2003-01-14T14:30:00Z,67.86,67.86,67.86,67.86
2003-01-15T14:30:00Z,64.73,64.73,64.73,64.73
2003-01-16T14:30:00Z,64.34,64.34,64.34,64.34
2003-01-17T14:30:00Z,58.17,58.17,58.17,58.17
2003-01-21T14:30:00Z,53.03,53.03,53.03,53.03
2003-01-22T14:30:00Z,49.3,49.3,49.3,49.3
2003-01-23T14:30:00Z,52.06,52.06,52.06,52.06
2003-01-24T14:30:00Z,43.82,43.82,43.82,43.82
2003-01-27T14:30:00Z,38.57,38.57,38.57,38.57
2003-01-28T14:30:00Z,41.25,41.25,41.25,41.25
2003-01-29T14:30:00Z,41.53,41.53,41.53,41.53
2003-01-30T14:30:00Z,37.56,37.56,37.56,37.56
2003-01-31T14:30:00Z,40.83,40.83,40.83,40.83
2003-02-03T14:30:00Z,41.26,41.26,41.26,41.26
2003-02-04T14:30:00Z,40.37,40.37,40.37,40.37
2003-02-05T14:30:00Z,39.16,39.16,39.16,39.16
2003-02-06T14:30:00Z,37.76,37.76,37.76,37.76
2003-02-07T14:30:00Z,34.44,34.44,34.44,34.44
2003-02-10T14:30:00Z,35.68,35.68,35.68,35.68
2003-02-11T14:30:00Z,34.79,34.79,34.79,34.79
2003-02-12T14:30:00Z,30.94,30.94,30.94,30.94
2003-02-13T14:30:00Z,29.21,29.21,29.21,29.21
2003-02-14T14:30:00Z,31.8,31.8,31.8,31.8
2003-02-18T14:30:00Z,37.19,37.19,37.19,37.19
2003-02-19T14:30:00Z,36.01,36.01,36.01,36.01
2003-02-20T14:30:00Z,35.89,35.89,35.89,35.89
2003-02-21T14:30:00Z,41.06,41.06,41.06,41.06
2003-02-24T14:30:00Z,37.47,37.47,37.47,37.47
2003-02-25T14:30:00Z,39.37,39.37,39.37,39.37
2003-02-26T14:30:00Z,36.34,36.34,36.34,36.34
2003-02-27T14:30:00Z,40.37,40.37,40.37,40.37
2003-02-28T14:30:00Z,41.51,41.51,41.51,41.51
2003-03-03T14:30:00Z,40.79,40.79,40.79,40.79
2003-03-04T14:30:00Z,38.97,38.97,38.97,38.97
2003-03-05T14:30:00Z,39.62,39.62,39.62,39.62
2003-03-06T14:30:00Z,37.22,37.22,37.22,37.22
2003-03-07T14:30:00Z,38.08,38.08,38.08,38.08
2003-03-10T14:30:00Z,33.79,33.79,33.79,33.79
2003-03-11T14:30:00Z,33.07,33.07,33.07,33.07
2003-03-12T14:30:00Z,30.5,30.5,30.5,30.5
2003-03-13T14:30:00Z,36.48,36.48,36.48,36.48
2003-03-14T14:30:00Z,36.07,36.07,36.07,36.07
2003-03-17T14:30:00Z,45.55,45.55,45.55,45.55
2003-03-18T14:30:00Z,47.65,47.65,47.65,47.65
2003-03-19T14:30:00Z,48.43,48.43,48.43,48.43
2003-03-20T14:30:00Z,51.05,51.05,51.05,51.05
2003-03-21T14:30:00Z,56,56,56,56
2003-03-24T14:30:00Z,46.36,46.36,46.36,46.36
2003-03-25T14:30:00Z,52.96,52.96,52.96,52.96
2003-03-26T14:30:00Z,50.39,50.39,50.39,50.39
2003-03-27T14:30:00Z,52.52,52.52,52.52,52.52
2003-03-28T14:30:00Z,52.93,52.93,52.93,52.93
2003-03-31T14:30:00Z,49.15,49.15,49.15,49.15
2003-04-01T14:30:00Z,56.72,56.72,56.72,56.72
2003-04-02T14:30:00Z,64.92,64.92,64.92,64.92
2003-04-03T14:30:00Z,63.85,63.85,63.85,63.85
2003-04-04T14:30:00Z,63.66,63.66,63.66,63.66
2003-04-07T13:30:00Z,66.33,66.33,66.33,66.33
2003-04-08T13:30:00Z,65.8,65.8,65.8,65.8
2003-04-09T13:30:00Z,64.25,64.25,64.25,64.25
2003-04-10T13:30:00Z,65.8,65.8,65.8,65.8
2003-04-11T13:30:00Z,64.08,64.08,64.08,64.08
2003-04-14T13:30:00Z,69.93,69.93,69.93,69.93
2003-04-15T13:30:00Z,71.34,71.34,71.34,71.34
2003-04-16T13:30:00Z,69.89,69.89,69.89,69.89
2003-04-17T13:30:00Z,74.86,74.86,74.86,74.86
2003-04-21T13:30:00Z,75.33,75.33,75.33,75.33
2003-04-22T13:30:00Z,79.69,79.69,79.69,79.69
2003-04-23T13:30:00Z,81.33,81.33,81.33,81.33
2003-04-24T13:30:00Z,80.26,80.26,80.26,80.26
2003-04-25T13:30:00Z,77.5,77.5,77.5,77.5
2003-04-28T13:30:00Z,80.78,80.78,80.78,80.78
2003-04-29T13:30:00Z,80.81,80.81,80.81,80.81
2003-04-30T13:30:00Z,82.28,82.28,82.28,82.28
2003-05-01T13:30:00Z,81.97,81.97,81.97,81.97
2003-05-02T13:30:00Z,85.78,85.78,85.78,85.78
2003-05-05T13:30:00Z,86.41,86.41,86.41,86.41
2003-05-06T13:30:00Z,86.91,86.91,86.91,86.91
2003-05-07T13:30:00Z,86.27,86.27,86.27,86.27
2003-05-08T13:30:00Z,84.88,84.88,84.88,84.88
2003-05-09T13:30:00Z,87.1,87.1,87.1,87.1
2003-05-12T13:30:00Z,88.94,88.94,88.94,88.94
2003-05-13T13:30:00Z,88.31,88.31,88.31,88.31
2003-05-14T13:30:00Z,87.56,87.56,87.56,87.56
2003-05-15T13:30:00Z,87.63,87.63,87.63,87.63
2003-05-16T13:30:00Z,85.46,85.46,85.46,85.46
2003-05-19T13:30:00Z,81.96,81.96,81.96,81.96
2003-05-20T13:30:00Z,81.21,81.21,81.21,81.21
2003-05-21T13:30:00Z,80.47,80.47,80.47,80.47
2003-05-22T13:30:00Z,82.54,82.54,82.54,82.54
2003-05-23T13:30:00Z,83.37,83.37,83.37,83.37
2003-05-27T13:30:00Z,86.79,86.79,86.79,86.79
2003-05-28T13:30:00Z,87.21,87.21,87.21,87.21
2003-05-29T13:30:00Z,87.12,87.12,87.12,87.12
2003-05-30T13:30:00Z,89.79,89.79,89.79,89.79
2003-06-02T13:30:00Z,90.02,90.02,90.02,90.02
2003-06-03T13:30:00Z,89.92,89.92,89.92,89.92
2003-06-04T13:30:00Z,91.2,91.2,91.2,91.2
2003-06-05T13:30:00Z,91.47,91.47,91.47,91.47
2003-06-06T13:30:00Z,90.9,90.9,90.9,90.9
2003-06-09T13:30:00Z,89.37,89.37,89.37,89.37
2003-06-10T13:30:00Z,90.62,90.62,90.62,90.62
2003-06-11T13:30:00Z,91.17,91.17,91.17,91.17
2003-06-12T13:30:00Z,90.78,90.78,90.78,90.78
2003-06-13T13:30:00Z,88.59,88.59,88.59,88.59
2003-06-16T13:30:00Z,90.63,90.63,90.63,90.63
2003-06-17T13:30:00Z,89.99,89.99,89.99,89.99
2003-06-18T13:30:00Z,89.04,89.04,89.04,89.04
2003-06-19T13:30:00Z,86.57,86.57,86.57,86.57
2003-06-20T13:30:00Z,85.36,85.36,85.36,85.36
2003-06-23T13:30:00Z,78.59,78.59,78.59,78.59
2003-06-24T13:30:00Z,77.55,77.55,77.55,77.55
2003-06-25T13:30:00Z,77.29,77.29,77.29,77.29
2003-06-26T13:30:00Z,78.35,78.35,78.35,78.35
2003-06-27T13:30:00Z,76.33,76.33,76.33,76.33
2003-06-30T13:30:00Z,74.87,74.87,74.87,74.87
2003-07-01T13:30:00Z,76.36,76.36,76.36,76.36
2003-07-02T13:30:00Z,80.86,80.86,80.86,80.86
2003-07-03T13:30:00Z,79.87,79.87,79.87,79.87
2003-07-07T13:30:00Z,82.17,82.17,82.17,82.17
2003-07-08T13:30:00Z,82.29,82.29,82.29,82.29
2003-07-09T13:30:00Z,82.06,82.06,82.06,82.06
2003-07-10T13:30:00Z,76.86,76.86,76.86,76.86
2003-07-11T13:30:00Z,78.12,78.12,78.12,78.12
2003-07-14T13:30:00Z,78.31,78.31,78.31,78.31
2003-07-15T13:30:00Z,75.13,75.13,75.13,75.13
2003-07-16T13:30:00Z,70.95,70.95,70.95,70.95
2003-07-17T13:30:00Z,64,64,64,64
2003-07-18T13:30:00Z,65.82,65.82,65.82,65.82
2003-07-21T13:30:00Z,59.54,59.54,59.54,59.54
2003-07-22T13:30:00Z,62.37,62.37,62.37,62.37
2003-07-23T13:30:00Z,62.74,62.74,62.74,62.74
2003-07-24T13:30:00Z,61.5,61.5,61.5,61.5
2003-07-25T13:30:00Z,62.88,62.88,62.88,62.88
2003-07-28T13:30:00Z,63.34,63.34,63.34,63.34
2003-07-29T13:30:00Z,61.85,61.85,61.85,61.85
2003-07-30T13:30:00Z,59.86,59.86,59.86,59.86
2003-07-31T13:30:00Z,60.01,60.01,60.01,60.01
2003-08-01T13:30:00Z,54.05,54.05,54.05,54.05
2003-08-04T13:30:00Z,51.02,51.02,51.02,51.02
2003-08-05T13:30:00Z,45.09,45.09,45.09,45.09
2003-08-06T13:30:00Z,42.95,42.95,42.95,42.95
2003-08-07T13:30:00Z,43.24,43.24,43.24,43.24
2003-08-08T13:30:00Z,44.32,44.32,44.32,44.32
2003-08-11T13:30:00Z,46.56,46.56,46.56,46.56
2003-08-12T13:30:00Z,51.78,51.78,51.78,51.78
2003-08-13T13:30:00Z,49.96,49.96,49.96,49.96
2003-08-14T13:30:00Z,53.08,53.08,53.08,53.08
2003-08-15T13:30:00Z,53.85,53.85,53.85,53.85
2003-08-18T13:30:00Z,57.94,57.94,57.94,57.94
2003-08-19T13:30:00Z,60.7,60.7,60.7,60.7
2003-08-20T13:30:00Z,61.37,61.37,61.37,61.37
2003-08-21T13:30:00Z,63.67,63.67,63.67,63.67
2003-08-22T13:30:00Z,58.79,58.79,58.79,58.79
2003-08-25T13:30:00Z,58.02,58.02,58.02,58.02
2003-08-26T13:30:00Z,59.52,59.52,59.52,59.52
2003-08-27T13:30:00Z,61.17,61.17,61.17,61.17
2003-08-28T13:30:00Z,63.6,63.6,63.6,63.6
2003-08-29T13:30:00Z,65.39,65.39,65.39,65.39
2003-09-02T13:30:00Z,70.87,70.87,70.87,70.87
2003-09-03T13:30:00Z,73.79,73.79,73.79,73.79
2003-09-04T13:30:00Z,73.87,73.87,73.87,73.87
2003-09-05T13:30:00Z,72.51,72.51,72.51,72.51
2003-09-08T13:30:00Z,76.28,76.28,76.28,76.28
2003-09-09T13:30:00Z,74.64,74.64,74.64,74.64
2003-09-10T13:30:00Z,68.41,68.41,68.41,68.41
2003-09-11T13:30:00Z,70.58,70.58,70.58,70.58
2003-09-12T13:30:00Z,72.73,72.73,72.73,72.73
2003-09-15T13:30:00Z,71.83,71.83,71.83,71.83
2003-09-16T13:30:00Z,75.72,75.72,75.72,75.72
2003-09-17T13:30:00Z,76.47,76.47,76.47,76.47
2003-09-18T13:30:00Z,78.45,78.45,78.45,78.45
2003-09-19T13:30:00Z,78.86,78.86,78.86,78.86
2003-09-22T13:30:00Z,75.2,75.2,75.2,75.2
2003-09-23T13:30:00Z,76.96,76.96,76.96,76.96
2003-09-24T13:30:00Z,72.41,72.41,72.41,72.41
2003-09-25T13:30:00Z,64.24,64.24,64.24,64.24
2003-09-26T13:30:00Z,57.87,57.87,57.87,57.87
2003-09-29T13:30:00Z,62.58,62.58,62.58,62.58
2003-09-30T13:30:00Z,59.35,59.35,59.35,59.35
2003-10-01T13:30:00Z,70.48,70.48,70.48,70.48
2003-10-02T13:30:00Z,71.53,71.53,71.53,71.53
2003-10-03T13:30:00Z,76.49,76.49,76.49,76.49
2003-10-06T13:30:00Z,78.34,78.34,78.34,78.34
2003-10-07T13:30:00Z,79.61,79.61,79.61,79.61
2003-10-08T13:30:00Z,77.62,77.62,77.62,77.62
2003-10-09T13:30:00Z,79.18,79.18,79.18,79.18
2003-10-10T13:30:00Z,78.33,78.33,78.33,78.33
2003-10-13T13:30:00Z,81.68,81.68,81.68,81.68
2003-10-14T13:30:00Z,81.99,81.99,81.99,81.99
2003-10-15T13:30:00Z,79.67,79.67,79.67,79.67
2003-10-16T13:30:00Z,79.25,79.25,79.25,79.25
2003-10-17T13:30:00Z,75.05,75.05,75.05,75.05
